호선,역명,역코드,요일,시간,분,상하행,직통여부,구간시작역코드,구간시작역,구간종료역코드,구간종료역,직전역코드,직전역,congestionCar,요일(한글)
8호선,몽촌토성역,813,SAT,06,40,1,0,807,구리역,827,모란역,812,강동구청역,"[40, 32, 36, 40, 43, 20]",토요일
8호선,몽촌토성역,813,SAT,06,50,1,0,807,구리역,827,모란역,812,강동구청역,"[46, 42, 38, 33, 29, 16]",토요일
8호선,몽촌토성역,813,SAT,06,00,1,0,810,암사역,827,모란역,812,강동구청역,"[58, 47, 30, 33, 43, 21]",토요일
8호선,몽촌토성역,813,SAT,06,10,1,0,810,암사역,827,모란역,812,강동구청역,"[61, 36, 37, 25, 37, 14]",토요일
8호선,몽촌토성역,813,SAT,06,20,1,0,810,암사역,827,모란역,812,강동구청역,"[44, 24, 33, 49, 56, 23]",토요일
8호선,몽촌토성역,813,SAT,06,30,1,0,810,암사역,827,모란역,812,강동구청역,"[34, 38, 34, 33, 37, 23]",토요일
8호선,몽촌토성역,813,SAT,06,40,1,0,810,암사역,827,모란역,812,강동구청역,"[40, 32, 36, 40, 43, 20]",토요일
8호선,몽촌토성역,813,SAT,06,50,1,0,810,암사역,827,모란역,812,강동구청역,"[46, 42, 38, 33, 29, 16]",토요일
8호선,몽촌토성역,813,SAT,06,00,0,0,814,잠실역,804,별내역,814,잠실역,"[8, 29, 15, 13, 7, 6]",토요일
8호선,몽촌토성역,813,SAT,06,10,0,0,814,잠실역,804,별내역,814,잠실역,"[9, 24, 19, 15, 15, 8]",토요일
8호선,몽촌토성역,813,SAT,06,20,0,0,814,잠실역,804,별내역,814,잠실역,"[13, 24, 20, 18, 13, 8]",토요일
8호선,몽촌토성역,813,SAT,06,30,0,0,814,잠실역,804,별내역,814,잠실역,"[25, 31, 19, 18, 13, 10]",토요일
8호선,몽촌토성역,813,SAT,06,40,0,0,814,잠실역,804,별내역,814,잠실역,"[13, 21, 19, 11, 11, 8]",토요일
8호선,몽촌토성역,813,SAT,06,50,0,0,814,잠실역,804,별내역,814,잠실역,"[22, 23, 23, 19, 10, 6]",토요일
8호선,몽촌토성역,813,SAT,06,00,0,0,827,모란역,804,별내역,814,잠실역,"[8, 29, 15, 13, 7, 6]",토요일
8호선,몽촌토성역,813,SAT,06,10,0,0,827,모란역,804,별내역,814,잠실역,"[9, 24, 19, 15, 15, 8]",토요일
8호선,몽촌토성역,813,SAT,06,20,0,0,827,모란역,804,별내역,814,잠실역,"[13, 24, 20, 18, 13, 8]",토요일
8호선,몽촌토성역,813,SAT,06,30,0,0,827,모란역,804,별내역,814,잠실역,"[25, 31, 19, 18, 13, 10]",토요일
8호선,몽촌토성역,813,SAT,06,40,0,0,827,모란역,804,별내역,814,잠실역,"[13, 21, 19, 11, 11, 8]",토요일
8호선,몽촌토성역,813,SAT,06,50,0,0,827,모란역,804,별내역,814,잠실역,"[22, 23, 23, 19, 10, 6]",토요일
8호선,몽촌토성역,813,SAT,06,00,1,0,804,별내역,827,모란역,812,강동구청역,"[58, 47, 30, 33, 43, 21]",토요일
8호선,몽촌토성역,813,SAT,06,10,1,0,804,별내역,827,모란역,812,강동구청역,"[61, 36, 37, 25, 37, 14]",토요일
8호선,몽촌토성역,813,SAT,06,20,1,0,804,별내역,827,모란역,812,강동구청역,"[44, 24, 33, 49, 56, 23]",토요일
8호선,몽촌토성역,813,SAT,06,30,1,0,804,별내역,827,모란역,812,강동구청역,"[34, 38, 34, 33, 37, 23]",토요일
8호선,몽촌토성역,813,SAT,06,40,1,0,804,별내역,827,모란역,812,강동구청역,"[40, 32, 36, 40, 43, 20]",토요일
8호선,몽촌토성역,813,SAT,06,50,1,0,804,별내역,827,모란역,812,강동구청역,"[46, 42, 38, 33, 29, 16]",토요일
8호선,몽촌토성역,813,SAT,06,00,1,0,804,별내역,817,가락시장역,812,강동구청역,"[58, 47, 30, 33, 43, 21]",토요일
8호선,몽촌토성역,813,SAT,06,10,1,0,804,별내역,817,가락시장역,812,강동구청역,"[61, 36, 37, 25, 37, 14]",토요일
8호선,몽촌토성역,813,SAT,06,20,1,0,804,별내역,817,가락시장역,812,강동구청역,"[44, 24, 33, 49, 56, 23]",토요일
8호선,몽촌토성역,813,SAT,06,30,1,0,804,별내역,817,가락시장역,812,강동구청역,"[34, 38, 34, 33, 37, 23]",토요일
8호선,몽촌토성역,813,SAT,06,40,1,0,804,별내역,817,가락시장역,812,강동구청역,"[40, 32, 36, 40, 43, 20]",토요일
8호선,몽촌토성역,813,SAT,06,50,1,0,804,별내역,817,가락시장역,812,강동구청역,"[46, 42, 38, 33, 29, 16]",토요일
8호선,몽촌토성역,813,SAT,06,00,0,0,817,가락시장역,804,별내역,814,잠실역,"[3, 11, 6, 5, 3, 2]",토요일
8호선,몽촌토성역,813,SAT,06,10,0,0,817,가락시장역,804,별내역,814,잠실역,"[9, 24, 19, 15, 15, 8]",토요일
8호선,몽촌토성역,813,SAT,06,20,0,0,817,가락시장역,804,별내역,814,잠실역,"[13, 24, 20, 18, 13, 8]",토요일
8호선,몽촌토성역,813,SAT,06,30,0,0,817,가락시장역,804,별내역,814,잠실역,"[25, 31, 19, 18, 13, 10]",토요일
8호선,몽촌토성역,813,SAT,06,40,0,0,817,가락시장역,804,별내역,814,잠실역,"[13, 21, 19, 11, 11, 8]",토요일
8호선,몽촌토성역,813,SAT,06,50,0,0,817,가락시장역,804,별내역,814,잠실역,"[22, 23, 23, 19, 10, 6]",토요일
8호선,몽촌토성역,813,SAT,06,00,0,0,827,모란역,810,암사역,814,잠실역,"[8, 29, 15, 13, 7, 6]",토요일
8호선,몽촌토성역,813,SAT,06,10,0,0,827,모란역,810,암사역,814,잠실역,"[9, 24, 19, 15, 15, 8]",토요일
8호선,몽촌토성역,813,SAT,06,20,0,0,827,모란역,810,암사역,814,잠실역,"[13, 24, 20, 18, 13, 8]",토요일
8호선,몽촌토성역,813,SAT,06,30,0,0,827,모란역,810,암사역,814,잠실역,"[25, 31, 19, 18, 13, 10]",토요일
8호선,몽촌토성역,813,SAT,06,40,0,0,827,모란역,810,암사역,814,잠실역,"[13, 21, 19, 11, 11, 8]",토요일
8호선,몽촌토성역,813,SAT,06,50,0,0,827,모란역,810,암사역,814,잠실역,"[22, 23, 23, 19, 10, 6]",토요일
8호선,잠실역,814,SAT,06,00,1,0,804,별내역,827,모란역,813,몽촌토성역,"[66, 52, 28, 36, 40, 18]",토요일
8호선,잠실역,814,SAT,06,10,1,0,804,별내역,827,모란역,813,몽촌토성역,"[29, 29, 39, 17, 49, 29]",토요일
8호선,잠실역,814,SAT,06,20,1,0,804,별내역,827,모란역,813,몽촌토성역,"[62, 37, 38, 25, 34, 14]",토요일
8호선,잠실역,814,SAT,06,30,1,0,804,별내역,827,모란역,813,몽촌토성역,"[40, 32, 30, 35, 39, 21]",토요일
8호선,잠실역,814,SAT,06,40,1,0,804,별내역,827,모란역,813,몽촌토성역,"[42, 32, 34, 40, 43, 19]",토요일
8호선,잠실역,814,SAT,06,50,1,0,804,별내역,827,모란역,813,몽촌토성역,"[48, 42, 35, 34, 30, 16]",토요일
8호선,잠실역,814,SAT,06,00,0,0,827,모란역,804,별내역,815,석촌역,"[11, 27, 13, 18, 13, 20]",토요일
8호선,잠실역,814,SAT,06,10,0,0,827,모란역,804,별내역,815,석촌역,"[8, 21, 20, 14, 20, 13]",토요일
8호선,잠실역,814,SAT,06,20,0,0,827,모란역,804,별내역,815,석촌역,"[14, 24, 24, 20, 21, 17]",토요일
8호선,잠실역,814,SAT,06,30,0,0,827,모란역,804,별내역,815,석촌역,"[21, 29, 20, 17, 14, 20]",토요일
8호선,잠실역,814,SAT,06,40,0,0,827,모란역,804,별내역,815,석촌역,"[25, 33, 23, 24, 17, 16]",토요일
8호선,잠실역,814,SAT,06,50,0,0,827,모란역,804,별내역,815,석촌역,"[22, 25, 30, 27, 17, 23]",토요일
8호선,잠실역,814,SAT,06,00,0,0,827,모란역,814,잠실역,815,석촌역,"[11, 27, 13, 18, 13, 20]",토요일
8호선,잠실역,814,SAT,06,10,0,0,827,모란역,814,잠실역,815,석촌역,"[8, 21, 20, 14, 20, 13]",토요일
8호선,잠실역,814,SAT,06,20,0,0,827,모란역,814,잠실역,815,석촌역,"[14, 24, 24, 20, 21, 17]",토요일
