연번,평일주말,호선,역번호,역명,구분,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,00:00
83.0,평일,2,201,시청,상행,9.8,28.2,53.6,91.2,51.9,36.2,37.8,42.0,41.2,38.8,43.0,48.9,55.1,61.5,32.2,25.5,39.0,39.2,28.6,9.4
30.0,평일,2,201,시청,하행,4.9,15.4,34.1,38.7,26.9,26.1,34.8,33.6,38.3,38.3,44.0,50.0,71.6,107.0,57.3,59.2,50.4,58.0,27.8,10.6
82.0,평일,2,202,을지로입구,상행,6.5,22.4,38.4,64.8,40.8,31.2,36.0,39.2,42.8,41.4,46.3,51.8,66.1,79.0,39.1,32.4,46.1,44.0,34.0,9.9
29.0,평일,2,202,을지로입구,하행,4.8,18.6,39.8,52.2,31.2,26.4,33.4,33.6,35.8,37.4,41.3,46.6,66.2,93.6,50.1,56.0,45.6,54.2,26.2,10.3
81.0,평일,2,203,을지로3가,상행,6.6,22.0,35.7,55.2,38.2,30.6,35.0,38.7,40.8,41.0,45.0,51.1,69.3,77.4,39.6,31.4,47.1,44.4,34.8,9.6
28.0,평일,2,203,을지로3가,하행,7.3,22.5,53.4,76.4,40.6,30.2,36.0,35.4,36.4,37.4,40.0,43.7,57.6,79.4,42.4,45.0,38.3,44.7,21.1,8.4
80.0,평일,2,204,을지로4가,상행,6.6,20.6,32.8,52.4,37.8,30.9,35.6,40.0,42.4,43.2,47.8,54.8,75.5,84.0,43.6,32.6,48.9,47.2,34.7,11.0
27.0,평일,2,204,을지로4가,하행,7.4,25.0,61.7,80.8,41.1,29.2,33.9,33.6,34.1,34.5,37.3,42.2,51.5,69.2,39.5,42.1,35.0,40.5,19.1,7.6
79.0,평일,2,205,동대문역사문화공원,상행,9.8,27.8,43.9,68.8,49.0,38.4,44.0,47.2,51.0,48.3,53.0,61.2,82.1,84.8,41.6,31.4,45.4,44.3,31.8,10.0
26.0,평일,2,205,동대문역사문화공원,하행,7.4,26.4,71.9,85.6,44.2,30.7,35.2,36.0,34.8,35.4,38.8,42.2,50.4,67.4,38.8,42.1,35.0,41.2,18.7,7.5
78.0,평일,2,206,신당,상행,9.2,29.4,46.4,75.7,51.8,39.6,44.3,49.3,50.8,48.8,54.1,62.6,82.4,79.8,40.4,29.6,41.6,43.2,30.8,11.3
25.0,평일,2,206,신당,하행,9.2,23.8,69.2,82.4,43.0,33.6,37.9,38.5,40.2,40.0,46.1,48.3,59.1,82.4,50.7,54.0,43.8,49.8,21.9,8.2
77.0,평일,2,207,상왕십리,상행,10.6,30.3,47.8,79.4,52.4,39.6,44.6,49.6,50.5,48.4,53.5,61.4,80.6,77.9,39.2,28.4,39.8,41.0,28.9,10.2
24.0,평일,2,207,상왕십리,하행,8.1,23.0,65.2,78.3,42.0,33.2,38.5,38.7,39.0,41.2,47.2,49.3,62.0,86.4,53.0,56.2,45.4,49.0,22.4,7.6
76.0,평일,2,208,왕십리,상행,9.5,24.6,38.2,73.9,47.6,36.3,38.6,42.8,43.2,40.4,40.1,44.6,53.3,52.4,26.0,18.8,25.0,27.0,19.6,7.5
23.0,평일,2,208,왕십리,하행,7.2,21.6,60.9,72.4,40.2,32.2,37.6,38.0,38.6,41.0,47.7,49.4,63.6,85.6,55.0,56.8,47.6,49.5,22.7,8.2
75.0,평일,2,209,한양대,상행,9.4,22.8,35.3,63.9,42.0,27.2,36.4,37.0,39.2,38.6,41.8,46.4,56.2,54.0,26.8,19.0,26.4,27.0,19.6,7.4
