연번,평일/주말,호선,역변호,출발역,상하구분,5:30,6:00,6:30,7:00,7:30,8:00,8:30,9:00,9:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,0:00,0:30,
748,,3,341,경찰병원,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,,3,342,오금,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,,3,342,오금,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,,4,409,당고개,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,,4,409,당고개,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,,4,410,상계,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,,4,410,상계,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,,4,411,노원,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,,4,411,노원,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,,4,412,창동,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,,4,412,창동,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,,4,413,쌍문,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,,4,413,쌍문,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,,4,414,수유,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,,4,414,수유,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,,4,415,미아,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,,4,415,미아,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,,4,416,미아삼거리,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,,4,416,미아삼거리,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,,4,417,길음,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,,4,417,길음,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,,4,418,성신여대입구,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,,4,418,성신여대입구,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,,4,419,한성대입구,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,,4,419,한성대입구,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,,4,420,혜화,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,,4,420,혜화,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,,4,421,동대문,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,,4,421,동대문,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,,4,422,동대문역사문화공원,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,,4,422,동대문역사문화공원,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,,4,423,충무로,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,,4,423,충무로,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,,4,424,명동,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,,4,424,명동,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,,4,425,회현,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,,4,425,회현,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,,4,426,서울역,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,,4,426,서울역,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,,4,427,숙대입구,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,,4,427,숙대입구,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,,4,428,삼각지,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,,4,428,삼각지,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,,4,429,신용산,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,,4,429,신용산,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,,4,430,이촌,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,,4,430,이촌,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,,4,431,동작,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,,4,431,동작,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,,4,432,총신대입구,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,,4,432,총신대입구,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,,4,433,사당,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,,4,433,사당,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,,4,434,남태령,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,,4,434,남태령,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,,5,2511,방화,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,,5,2511,방화,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,,5,2512,개화산,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,,5,2512,개화산,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,,5,2513,김포공항,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,,5,2513,김포공항,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,,5,2514,송정,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,,5,2514,송정,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,,5,2515,마곡,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,,5,2515,마곡,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,,5,2516,발산,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,,5,2516,발산,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,,5,2517,우장산,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,,5,2517,우장산,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,,5,2518,화곡,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,,5,2518,화곡,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,,5,2519,까치산,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,,5,2519,까치산,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,,5,2520,신정,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,,5,2520,신정,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,,5,2521,목동,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,,5,2521,목동,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,,5,2522,오목교,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,,5,2522,오목교,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,,5,2523,양평,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,,5,2523,양평,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,,5,2524,영등포구청,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,,5,2524,영등포구청,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,,5,2525,영등포시장,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,,5,2525,영등포시장,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,,5,2526,신길,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,,5,2526,신길,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,,5,2527,여의도,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,,5,2527,여의도,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,,5,2528,여의나루,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,,5,2528,여의나루,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,,5,2529,마포,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,,5,2529,마포,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,,5,2530,공덕,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,,5,2530,공덕,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,,5,2531,애오개,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,,5,2531,애오개,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,,5,2532,충정로,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,,5,2532,충정로,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,,5,2533,서대문,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,,5,2533,서대문,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,,5,2534,광화문,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,,5,2534,광화문,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,,5,2535,종로3가,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,,5,2535,종로3가,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,,5,2536,을지로4가,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,,5,2536,을지로4가,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,,5,2537,동대문역사문화공원,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,,5,2537,동대문역사문화공원,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,,5,2538,청구,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,,5,2538,청구,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,,5,2539,신금호,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,,5,2539,신금호,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,,5,2540,행당,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,,5,2540,행당,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,,5,2541,왕십리,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,,5,2541,왕십리,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,,5,2542,마장,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,,5,2542,마장,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,,5,2543,답십리,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,,5,2543,답십리,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,,5,2544,장한평,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,,5,2544,장한평,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,,5,2545,군자,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,,5,2545,군자,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,,5,2546,아차산,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,,5,2546,아차산,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,,5,2547,광나루,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,,5,2547,광나루,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,,5,2548,천호,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,,5,2548,천호,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,,5,2549,강동,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,,5,2549,강동,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,,5,2550,길동,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,,5,2550,길동,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,,5,2551,굽은다리,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,,5,2551,굽은다리,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,,5,2552,명일,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,,5,2552,명일,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,,5,2553,고덕,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,,5,2553,고덕,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,,5,2554,상일동,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,,5,2554,상일동,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,,5,2555,둔촌동,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,,5,2555,둔촌동,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,,5,2556,올림픽공원(한국체대),상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,,5,2556,올림픽공원(한국체대),하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,,5,2557,방이,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,,5,2557,방이,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,,5,2558,오금,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,,5,2558,오금,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,,5,2559,개롱,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,,5,2559,개롱,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,,5,2560,거여,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,,5,2560,거여,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,,5,2561,마천,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,,5,2561,마천,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,,5,2562,강일,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,,5,2562,강일,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,,5,2563,미사,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,,5,2563,미사,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,,5,2564,하남풍산,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,,5,2564,하남풍산,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,,5,2565,하남시청,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,,5,2565,하남시청,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,,5,2566,하남검단산,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,,5,2566,하남검단산,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,,5,9005,강동,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,,6,2611,응암,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,,6,2611,응암,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,,6,2612,역촌,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,,6,2613,불광,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,,6,2614,독바위,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,,6,2615,연신내,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,,6,2616,구산,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,,6,2617,새절,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,,6,2617,새절,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,,6,2618,증산,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,,6,2618,증산,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,,6,2619,디지털미디어시티,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,,6,2619,디지털미디어시티,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,,6,2620,월드컵경기장,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,,6,2620,월드컵경기장,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,,6,2621,마포구청,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,,6,2621,마포구청,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,,6,2622,망원,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,,6,2622,망원,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,,6,2623,합정,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,,6,2623,합정,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,,6,2624,상수,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,,6,2624,상수,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,,6,2625,광흥창,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,,6,2625,광흥창,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,,6,2626,대흥,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,,6,2626,대흥,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,,6,2627,공덕,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,,6,2627,공덕,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,,6,2628,효창공원앞,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,,6,2628,효창공원앞,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,,6,2629,삼각지,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,,6,2629,삼각지,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,,6,2630,녹사평,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,,6,2630,녹사평,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,,6,2631,이태원,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,,6,2631,이태원,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,,6,2632,한강진,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,,6,2632,한강진,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,,6,2633,버티고개,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,,6,2633,버티고개,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,,6,2634,약수,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,,6,2634,약수,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,,6,2635,청구,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,,6,2635,청구,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,,6,2636,신당,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,,6,2636,신당,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,,6,2637,동묘앞,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,,6,2637,동묘앞,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,,6,2638,창신,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,,6,2638,창신,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,,6,2639,보문,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,,6,2639,보문,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,,6,2640,안암,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,,6,2640,안암,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,,6,2641,고려대,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,,6,2641,고려대,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,,6,2642,월곡,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,,6,2642,월곡,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,,6,2643,상월곡,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,,6,2643,상월곡,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,,6,2644,돌곶이,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,,6,2644,돌곶이,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,,6,2645,석계,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,,6,2645,석계,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,,6,2646,태릉입구,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,,6,2646,태릉입구,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,,6,2647,화랑대,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,,6,2647,화랑대,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,,6,2648,봉화산,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,,6,2648,봉화산,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,,6,2649,신내,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,,6,2649,신내,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,,7,2711,장암,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,,7,2711,장암,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,,7,2712,도봉산,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,,7,2712,도봉산,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,,7,2713,수락산,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,,7,2713,수락산,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,,7,2714,마들,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,,7,2714,마들,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,,7,2715,노원,상선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,,7,2715,노원,하선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
