연번,평일주말,호선,역번호,역명,구분,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
,주말,8,2811,암사,하행,3.9,5.4,7.3,10.8,12.3,11.8,12.0,12.1,11.4,10.4,9.0,10.0,8.4,6.5,3.9,3.4,2.7,2.2,1.4
,주말,8,2812,천호,상행,0.7,2.2,2.1,4.2,4.2,4.2,5.6,6.3,7.8,8.0,10.0,11.4,12.1,12.0,9.6,8.3,9.1,9.6,6.7
,주말,8,2812,천호,하행,6.5,15.4,16.8,24.9,29.3,27.3,29.7,30.5,31.4,28.7,28.6,31.3,29.6,24.5,16.6,13.6,11.1,10.1,6.2
,주말,8,2813,강동구청,상행,2.3,7.8,8.1,11.5,18.0,19.3,19.7,22.1,23.8,24.2,27.8,33.2,31.2,31.4,26.2,23.4,24.0,24.8,16.8
,주말,8,2813,강동구청,하행,7.4,16.5,17.6,27.2,33.0,29.6,32.2,32.7,33.7,30.4,29.1,32.9,31.0,24.9,17.2,14.0,11.2,10.2,6.0
,주말,8,2814,몽촌토성,상행,2.2,8.2,8.5,12.0,18.4,19.4,20.1,22.5,24.8,25.6,30.3,35.6,33.9,34.6,27.9,26.2,25.5,26.4,18.4
,주말,8,2814,몽촌토성,하행,7.4,16.6,17.9,26.9,33.0,31.2,32.8,34.3,34.4,31.7,31.9,35.6,32.3,27.1,17.4,13.8,12.8,11.0,6.2
,주말,8,2815,잠실,상행,2.4,9.3,9.2,13.1,19.2,19.9,21.5,24.0,26.0,26.9,31.7,37.1,36.8,34.6,29.0,26.3,27.6,26.9,18.9
,주말,8,2815,잠실,하행,6.6,16.2,15.7,23.5,27.2,26.5,28.6,30.3,33.2,33.7,39.0,42.6,45.8,44.6,34.4,31.0,30.2,27.5,18.9
,주말,8,2816,석촌,상행,5.2,12.5,15.0,22.7,32.2,37.1,38.7,44.8,43.3,40.5,43.0,44.9,41.0,33.0,24.2,20.4,20.0,18.3,13.3
,주말,8,2816,석촌,하행,7.4,16.7,16.2,22.9,28.7,27.6,29.1,31.8,33.8,35.6,40.7,43.0,49.0,45.9,36.3,34.2,32.7,31.7,22.8
,주말,8,2817,송파,상행,6.0,13.3,16.7,26.3,36.4,38.3,43.6,46.8,47.8,44.2,45.3,44.0,46.7,34.2,25.8,20.4,20.1,17.9,10.8
,주말,8,2817,송파,하행,7.5,16.4,15.3,22.2,28.0,27.9,28.9,31.2,33.6,34.6,38.3,40.8,47.2,43.6,34.8,32.7,32.3,29.9,21.1
,주말,8,2818,가락시장,상행,5.7,12.8,16.6,25.4,34.8,36.6,40.8,43.8,45.3,42.7,44.6,42.6,44.8,34.0,24.8,20.2,19.2,18.0,10.9
,주말,8,2818,가락시장,하행,6.1,14.7,13.4,18.5,24.0,24.9,25.0,29.8,30.2,30.4,36.1,38.3,40.4,38.6,31.9,31.5,29.5,29.0,20.0
,주말,8,2819,문정,상행,9.6,13.2,17.2,25.8,33.7,33.9,38.1,40.3,41.4,39.8,40.1,38.7,41.0,31.0,22.4,17.4,17.6,14.5,7.7
,주말,8,2819,문정,하행,5.7,12.2,11.7,16.2,20.2,19.9,20.4,24.4,25.3,26.3,31.6,33.6,36.0,36.3,28.6,28.6,27.4,27.6,18.0
,주말,8,2820,장지,상행,9.4,12.4,16.0,25.4,31.0,32.7,34.9,36.1,36.2,34.0,32.8,35.0,35.3,26.4,19.4,14.2,14.8,12.7,7.0
,주말,8,2820,장지,하행,4.5,10.2,8.1,12.4,15.4,16.4,16.6,19.0,20.1,20.7,24.6,29.5,32.2,28.6,25.1,25.4,24.8,23.8,15.0
,주말,8,2821,복정,상행,8.4,10.6,13.6,21.0,27.1,28.2,29.9,31.6,31.4,28.9,27.4,28.2,27.9,19.9,14.8,10.8,11.0,9.4,6.2
,주말,8,2821,복정,하행,2.2,5.6,4.0,5.8,7.0,8.1,7.9,9.5,11.3,11.2,14.3,16.9,19.2,17.0,16.4,15.2,16.3,15.8,11.0
,주말,8,2822,산성,상행,6.4,8.4,10.5,16.5,18.0,17.3,17.7,18.4,18.2,15.9,15.2,15.3,13.7,9.6,6.2,4.9,3.6,3.6,2.0
,주말,8,2822,산성,하행,2.3,5.1,3.8,5.3,5.2,6.6,6.6,7.6,10.4,11.0,12.1,15.1,16.3,15.4,13.2,12.6,13.6,13.2,9.3
,주말,8,2823,남한산성입구,상행,5.9,7.4,9.3,14.7,15.9,14.9,15.6,16.0,15.4,13.4,12.3,13.4,11.8,8.3,5.8,4.6,3.4,3.6,1.9
,주말,8,2823,남한산성입구,하행,3.5,5.0,4.0,5.7,6.6,6.2,6.4,8.0,10.0,9.2,10.0,11.4,11.8,11.3,8.2,8.5,8.8,7.9,5.6
,주말,8,2824,단대오거리,상행,4.0,5.1,5.7,9.4,10.4,10.3,10.7,11.2,11.0,9.5,9.6,10.8,10.0,7.3,5.9,4.7,4.0,4.5,2.4
,주말,8,2824,단대오거리,하행,3.9,4.2,3.8,5.9,6.8,6.0,6.0,7.5,8.2,7.4,7.4,8.2,7.5,7.0,5.0,4.4,4.8,4.0,2.5
,주말,8,2825,신흥,상행,2.2,3.3,3.2,5.3,6.5,6.2,6.6,7.4,7.4,6.8,7.2,8.5,8.5,6.8,5.1,4.5,4.4,4.4,2.6
,주말,8,2825,신흥,하행,4.0,3.8,3.5,5.7,6.9,5.7,5.5,6.4,6.9,6.0,6.2,6.4,5.8,5.3,3.5,3.1,3.0,2.6,1.9
,주말,8,2826,수진,상행,1.5,2.7,2.5,4.0,4.9,5.0,5.5,6.0,6.0,5.6,6.4,7.2,7.5,6.4,4.9,3.9,4.3,4.3,2.6
,주말,8,2826,수진,하행,5.4,4.6,3.7,6.5,7.3,5.7,5.6,6.4,6.4,5.6,5.6,6.1,5.3,4.2,2.5,2.0,1.5,1.3,0.9
,주말,8,2827,모란,상행,1.0,1.8,1.4,2.4,3.5,3.9,4.4,4.7,5.7,5.0,5.8,6.5,6.6,6.1,4.9,4.1,4.4,4.5,2.9
