연번,평일주말,호선,역번호,역명,구분,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,00:00
369.0,평일,6,2611,응암,상행,5.8,9.8,16.6,18.8,15.1,15.1,15.2,16.1,16.6,15.8,19.8,26.0,27.2,43.8,27.5,19.2,20.2,22.5,12.9,5.7
370.0,평일,6,2611,응암,하행,14.0,24.2,53.6,53.4,29.4,23.0,20.2,20.8,19.8,17.5,19.2,25.4,23.1,22.6,12.2,10.1,9.8,9.7,4.8,1.3
364.0,평일,6,2612,역촌,하행,4.8,11.4,20.8,20.8,16.6,15.8,15.6,16.0,17.1,15.3,19.4,23.6,24.5,39.4,24.5,17.3,18.0,20.0,11.2,4.0
365.0,평일,6,2613,불광,하행,2.1,4.9,9.8,8.6,7.0,7.8,8.5,8.7,9.8,10.0,12.6,16.5,15.4,24.8,16.6,11.5,11.5,11.4,7.4,3.0
366.0,평일,6,2614,독바위,하행,2.3,6.4,13.8,11.6,8.1,8.8,9.1,9.0,9.8,9.9,12.1,15.0,14.2,21.2,14.1,9.6,9.5,9.4,6.0,2.5
367.0,평일,6,2615,연신내,하행,6.4,13.9,31.5,28.9,17.9,15.8,15.0,16.2,16.6,16.0,20.2,25.9,23.9,27.3,18.2,13.2,12.0,11.6,6.5,2.7
368.0,평일,6,2616,구산,하행,9.3,17.3,37.8,37.4,22.3,18.8,17.0,17.9,17.8,15.8,19.9,24.5,22.4,23.0,13.8,10.8,10.0,9.9,5.3,1.8
371.0,평일,6,2617,새절,상행,3.9,8.6,13.3,15.6,12.6,14.2,14.6,15.6,17.2,17.6,23.6,32.6,36.2,60.4,39.2,28.4,28.9,32.2,18.2,6.8
372.0,평일,6,2617,새절,하행,13.5,31.0,61.0,66.1,36.5,27.4,23.2,23.8,22.4,19.3,20.7,28.5,26.2,24.0,12.8,10.3,9.9,9.6,4.8,1.7
373.0,평일,6,2618,증산,상행,3.1,8.4,12.6,15.4,13.7,14.6,15.2,16.6,19.4,20.0,26.9,37.0,43.1,76.1,48.7,35.0,35.6,39.0,22.5,9.4
