연번,호선,역번호,역명,평일주말,구분,급행여부,열차코드,열차도착시간,열차출발시간,출발역,도착역
2873,8,2808,구리,주말,상행,0,8110,13:51:00,13:51:40,모란,별내
2874,8,2808,구리,주말,상행,0,8112,14:00:00,14:00:40,모란,별내
2875,8,2808,구리,주말,상행,0,8114,14:09:00,14:09:40,모란,별내
2876,8,2808,구리,주말,상행,0,8116,14:18:00,14:18:40,모란,별내
2877,8,2808,구리,주말,상행,0,8118,14:27:00,14:27:40,모란,별내
2878,8,2808,구리,주말,상행,0,8120,14:36:00,14:36:40,모란,별내
2879,8,2808,구리,주말,상행,0,8122,14:45:00,14:45:40,모란,별내
2880,8,2808,구리,주말,상행,0,8124,14:54:00,14:54:40,모란,별내
2881,8,2808,구리,주말,상행,0,8126,15:03:00,15:03:40,모란,별내
2882,8,2808,구리,주말,상행,0,8128,15:12:00,15:12:40,모란,별내
2883,8,2808,구리,주말,상행,0,8130,15:21:00,15:21:40,모란,별내
2884,8,2808,구리,주말,상행,0,8132,15:30:00,15:30:40,모란,별내
2885,8,2808,구리,주말,상행,0,8134,15:39:00,15:39:40,모란,별내
2886,8,2808,구리,주말,상행,0,8136,15:48:00,15:48:40,모란,별내
2887,8,2808,구리,주말,상행,0,8138,15:57:00,15:57:40,모란,별내
2888,8,2808,구리,주말,상행,0,8140,16:06:00,16:06:40,모란,별내
2889,8,2808,구리,주말,상행,0,8142,16:15:00,16:15:40,모란,별내
2890,8,2808,구리,주말,상행,0,8144,16:24:00,16:24:40,모란,별내
2891,8,2808,구리,주말,상행,0,8146,16:33:00,16:33:40,모란,별내
2892,8,2808,구리,주말,상행,0,8148,16:42:00,16:42:40,모란,별내
2893,8,2808,구리,주말,상행,0,8150,16:51:00,16:51:40,모란,별내
2894,8,2808,구리,주말,상행,0,8152,17:00:00,17:00:40,모란,별내
2895,8,2808,구리,주말,상행,0,8154,17:09:00,17:09:40,모란,별내
2896,8,2808,구리,주말,상행,0,8156,17:18:00,17:18:40,모란,별내
2897,8,2808,구리,주말,상행,0,8158,17:27:00,17:27:40,모란,별내
2898,8,2808,구리,주말,상행,0,8160,17:36:00,17:36:40,모란,별내
2899,8,2808,구리,주말,상행,0,8162,17:45:00,17:45:40,모란,별내
2900,8,2808,구리,주말,상행,0,8164,17:54:00,17:54:40,모란,별내
2901,8,2808,구리,주말,상행,0,8166,18:03:00,18:03:40,모란,별내
2902,8,2808,구리,주말,상행,0,8168,18:12:00,18:12:40,모란,별내
2903,8,2808,구리,주말,상행,0,8170,18:21:00,18:21:40,모란,별내
2904,8,2808,구리,주말,상행,0,8172,18:30:00,18:30:40,모란,별내
2905,8,2808,구리,주말,상행,0,8174,18:39:00,18:39:40,모란,별내
2906,8,2808,구리,주말,상행,0,8176,18:48:00,18:48:40,모란,별내
2907,8,2808,구리,주말,상행,0,8178,18:57:00,18:57:40,모란,별내
2908,8,2808,구리,주말,상행,0,8180,19:06:00,19:06:40,모란,별내
2909,8,2808,구리,주말,상행,0,8182,19:15:00,19:15:40,모란,별내
2910,8,2808,구리,주말,상행,0,8184,19:24:00,19:24:40,모란,별내
2911,8,2808,구리,주말,상행,0,8186,19:33:00,19:33:40,모란,별내
2912,8,2808,구리,주말,상행,0,8188,19:42:00,19:42:40,모란,별내
2913,8,2808,구리,주말,상행,0,8190,19:51:00,19:51:40,모란,별내
2914,8,2808,구리,주말,상행,0,8192,20:00:00,20:00:40,모란,별내
2915,8,2808,구리,주말,상행,0,8194,20:09:00,20:09:40,모란,별내
2916,8,2808,구리,주말,상행,0,8196,20:18:00,20:18:40,모란,별내
2917,8,2808,구리,주말,상행,0,8198,20:27:00,20:27:40,모란,별내
2918,8,2808,구리,주말,상행,0,8200,20:36:00,20:36:40,모란,별내
2919,8,2808,구리,주말,상행,0,8202,20:45:00,20:45:40,모란,별내
2920,8,2808,구리,주말,상행,0,8204,20:54:00,20:54:40,모란,별내
2921,8,2808,구리,주말,상행,0,8206,21:03:00,21:03:40,모란,별내
2922,8,2808,구리,주말,상행,0,8208,21:12:00,21:12:40,모란,별내
2923,8,2808,구리,주말,상행,0,8210,21:21:00,21:21:40,모란,별내
2924,8,2808,구리,주말,상행,0,8212,21:30:00,21:30:40,모란,별내
2925,8,2808,구리,주말,상행,0,8214,21:39:00,21:39:40,모란,별내
2926,8,2808,구리,주말,상행,0,8216,21:48:00,21:48:40,모란,별내
2927,8,2808,구리,주말,상행,0,8218,21:57:00,21:57:40,모란,별내
2928,8,2808,구리,주말,상행,0,8220,22:07:00,22:07:40,모란,별내
2929,8,2808,구리,주말,상행,0,8222,22:17:00,22:17:40,모란,별내
2930,8,2808,구리,주말,상행,0,8224,22:27:00,22:27:40,모란,별내
2931,8,2808,구리,주말,상행,0,8226,22:37:00,22:37:40,모란,별내
2932,8,2808,구리,주말,상행,0,8228,22:49:00,22:49:40,모란,별내
2933,8,2808,구리,주말,상행,0,8230,23:01:00,23:01:40,모란,별내
2934,8,2808,구리,주말,상행,0,8232,23:13:00,23:13:40,모란,별내
2935,8,2808,구리,주말,상행,0,8234,23:25:00,23:25:40,모란,별내
2936,8,2808,구리,주말,상행,0,8236,23:37:00,23:37:40,모란,별내
2937,8,2808,구리,주말,상행,0,8238,23:52:00,23:52:40,모란,별내
2938,8,2808,구리,주말,하행,0,8005,,5:30:00,구리,모란
2939,8,2808,구리,주말,하행,0,8007,5:39:50,5:40:30,별내,모란
2940,8,2808,구리,주말,하행,0,8009,5:50:50,5:51:30,별내,모란
2941,8,2808,구리,주말,하행,0,8011,6:01:50,6:02:30,별내,모란
2942,8,2808,구리,주말,하행,0,8013,6:12:50,6:13:30,별내,모란
2943,8,2808,구리,주말,하행,0,8015,6:23:50,6:24:30,별내,모란
2944,8,2808,구리,주말,하행,0,8017,6:34:50,6:35:30,별내,모란
2945,8,2808,구리,주말,하행,0,8019,6:44:20,6:45:00,별내,모란
2946,8,2808,구리,주말,하행,0,8021,6:53:50,6:54:30,별내,모란
2947,8,2808,구리,주말,하행,0,8023,7:02:50,7:03:30,별내,모란
2948,8,2808,구리,주말,하행,0,8025,7:11:50,7:12:30,별내,모란
2949,8,2808,구리,주말,하행,0,8027,7:20:50,7:21:30,별내,모란
2950,8,2808,구리,주말,하행,0,8029,7:29:50,7:30:30,별내,모란
2951,8,2808,구리,주말,하행,0,8031,7:38:50,7:39:30,별내,모란
2952,8,2808,구리,주말,하행,0,8033,7:47:50,7:48:30,별내,모란
2953,8,2808,구리,주말,하행,0,8035,7:56:50,7:57:30,별내,모란
2954,8,2808,구리,주말,하행,0,8037,8:05:50,8:06:30,별내,모란
2955,8,2808,구리,주말,하행,0,8039,8:14:50,8:15:30,별내,모란
2956,8,2808,구리,주말,하행,0,8041,8:23:50,8:24:30,별내,모란
2957,8,2808,구리,주말,하행,0,8043,8:32:50,8:33:30,별내,모란
2958,8,2808,구리,주말,하행,0,8045,8:41:50,8:42:30,별내,모란
2959,8,2808,구리,주말,하행,0,8047,8:50:50,8:51:30,별내,모란
2960,8,2808,구리,주말,하행,0,8049,8:59:50,9:00:30,별내,모란
2961,8,2808,구리,주말,하행,0,8051,9:08:50,9:09:30,별내,모란
2962,8,2808,구리,주말,하행,0,8053,9:17:50,9:18:30,별내,모란
2963,8,2808,구리,주말,하행,0,8055,9:26:50,9:27:30,별내,모란
2964,8,2808,구리,주말,하행,0,8057,9:35:50,9:36:30,별내,모란
2965,8,2808,구리,주말,하행,0,8059,9:44:50,9:45:30,별내,모란
2966,8,2808,구리,주말,하행,0,8061,9:53:50,9:54:30,별내,모란
2967,8,2808,구리,주말,하행,0,8063,10:02:50,10:03:30,별내,모란
2968,8,2808,구리,주말,하행,0,8065,10:11:50,10:12:30,별내,모란
2969,8,2808,구리,주말,하행,0,8067,10:20:50,10:21:30,별내,모란
2970,8,2808,구리,주말,하행,0,8069,10:29:50,10:30:30,별내,모란
2971,8,2808,구리,주말,하행,0,8071,10:38:50,10:39:30,별내,모란
2972,8,2808,구리,주말,하행,0,8073,10:47:50,10:48:30,별내,모란
2973,8,2808,구리,주말,하행,0,8075,10:56:50,10:57:30,별내,모란
2974,8,2808,구리,주말,하행,0,8077,11:05:50,11:06:30,별내,모란
2975,8,2808,구리,주말,하행,0,8079,11:14:50,11:15:30,별내,모란
2976,8,2808,구리,주말,하행,0,8081,11:23:50,11:24:30,별내,모란
2977,8,2808,구리,주말,하행,0,8083,11:32:50,11:33:30,별내,모란
2978,8,2808,구리,주말,하행,0,8085,11:41:50,11:42:30,별내,모란
2979,8,2808,구리,주말,하행,0,8087,11:50:50,11:51:30,별내,모란
2980,8,2808,구리,주말,하행,0,8089,11:59:50,12:00:30,별내,모란
2981,8,2808,구리,주말,하행,0,8091,12:08:50,12:09:30,별내,모란
2982,8,2808,구리,주말,하행,0,8093,12:17:50,12:18:30,별내,모란
2983,8,2808,구리,주말,하행,0,8095,12:26:50,12:27:30,별내,모란
2984,8,2808,구리,주말,하행,0,8097,12:35:50,12:36:30,별내,모란
2985,8,2808,구리,주말,하행,0,8099,12:44:50,12:45:30,별내,모란
2986,8,2808,구리,주말,하행,0,8101,12:53:50,12:54:30,별내,모란
2987,8,2808,구리,주말,하행,0,8103,13:02:50,13:03:30,별내,모란
2988,8,2808,구리,주말,하행,0,8105,13:11:50,13:12:30,별내,모란
2989,8,2808,구리,주말,하행,0,8107,13:20:50,13:21:30,별내,모란
2990,8,2808,구리,주말,하행,0,8109,13:29:50,13:30:30,별내,모란
2991,8,2808,구리,주말,하행,0,8111,13:38:50,13:39:30,별내,모란
2992,8,2808,구리,주말,하행,0,8113,13:47:50,13:48:30,별내,모란
2993,8,2808,구리,주말,하행,0,8115,13:56:50,13:57:30,별내,모란
2994,8,2808,구리,주말,하행,0,8117,14:05:50,14:06:30,별내,모란
2995,8,2808,구리,주말,하행,0,8119,14:14:50,14:15:30,별내,모란
2996,8,2808,구리,주말,하행,0,8121,14:23:50,14:24:30,별내,모란
2997,8,2808,구리,주말,하행,0,8123,14:32:50,14:33:30,별내,모란
2998,8,2808,구리,주말,하행,0,8125,14:41:50,14:42:30,별내,모란
2999,8,2808,구리,주말,하행,0,8127,14:50:50,14:51:30,별내,모란
3000,8,2808,구리,주말,하행,0,8129,14:59:50,15:00:30,별내,모란
3001,8,2808,구리,주말,하행,0,8131,15:08:50,15:09:30,별내,모란
3002,8,2808,구리,주말,하행,0,8133,15:17:50,15:18:30,별내,모란
3003,8,2808,구리,주말,하행,0,8135,15:26:50,15:27:30,별내,모란
3004,8,2808,구리,주말,하행,0,8137,15:35:50,15:36:30,별내,모란
3005,8,2808,구리,주말,하행,0,8139,15:44:50,15:45:30,별내,모란
3006,8,2808,구리,주말,하행,0,8141,15:53:50,15:54:30,별내,모란
3007,8,2808,구리,주말,하행,0,8143,16:02:50,16:03:30,별내,모란
3008,8,2808,구리,주말,하행,0,8145,16:11:50,16:12:30,별내,모란
3009,8,2808,구리,주말,하행,0,8147,16:20:50,16:21:30,별내,모란
3010,8,2808,구리,주말,하행,0,8149,16:29:50,16:30:30,별내,모란
3011,8,2808,구리,주말,하행,0,8151,16:38:50,16:39:30,별내,모란
3012,8,2808,구리,주말,하행,0,8153,16:47:50,16:48:30,별내,모란
3013,8,2808,구리,주말,하행,0,8155,16:56:50,16:57:30,별내,모란
3014,8,2808,구리,주말,하행,0,8157,17:05:50,17:06:30,별내,모란
3015,8,2808,구리,주말,하행,0,8159,17:14:50,17:15:30,별내,모란
3016,8,2808,구리,주말,하행,0,8161,17:23:50,17:24:30,별내,모란
3017,8,2808,구리,주말,하행,0,8163,17:32:50,17:33:30,별내,모란
3018,8,2808,구리,주말,하행,0,8165,17:41:50,17:42:30,별내,모란
3019,8,2808,구리,주말,하행,0,8167,17:50:50,17:51:30,별내,모란
3020,8,2808,구리,주말,하행,0,8169,17:59:50,18:00:30,별내,모란
3021,8,2808,구리,주말,하행,0,8171,18:08:50,18:09:30,별내,모란
3022,8,2808,구리,주말,하행,0,8173,18:17:50,18:18:30,별내,모란
3023,8,2808,구리,주말,하행,0,8175,18:26:50,18:27:30,별내,모란
3024,8,2808,구리,주말,하행,0,8177,18:35:50,18:36:30,별내,모란
3025,8,2808,구리,주말,하행,0,8179,18:44:50,18:45:30,별내,모란
3026,8,2808,구리,주말,하행,0,8181,18:53:50,18:54:30,별내,모란
3027,8,2808,구리,주말,하행,0,8183,19:02:50,19:03:30,별내,모란
3028,8,2808,구리,주말,하행,0,8185,19:11:50,19:12:30,별내,모란
3029,8,2808,구리,주말,하행,0,8187,19:20:50,19:21:30,별내,모란
3030,8,2808,구리,주말,하행,0,8189,19:29:50,19:30:30,별내,모란
3031,8,2808,구리,주말,하행,0,8191,19:38:50,19:39:30,별내,모란
3032,8,2808,구리,주말,하행,0,8193,19:47:50,19:48:30,별내,모란
3033,8,2808,구리,주말,하행,0,8195,19:56:50,19:57:30,별내,모란
3034,8,2808,구리,주말,하행,0,8197,20:05:50,20:06:30,별내,모란
3035,8,2808,구리,주말,하행,0,8199,20:14:50,20:15:30,별내,모란
3036,8,2808,구리,주말,하행,0,8201,20:23:50,20:24:30,별내,모란
3037,8,2808,구리,주말,하행,0,8203,20:32:50,20:33:30,별내,모란
3038,8,2808,구리,주말,하행,0,8205,20:41:50,20:42:30,별내,모란
3039,8,2808,구리,주말,하행,0,8207,20:50:50,20:51:30,별내,모란
3040,8,2808,구리,주말,하행,0,8209,20:59:50,21:00:30,별내,모란
3041,8,2808,구리,주말,하행,0,8211,21:08:50,21:09:30,별내,모란
3042,8,2808,구리,주말,하행,0,8213,21:17:50,21:18:30,별내,모란
3043,8,2808,구리,주말,하행,0,8215,21:27:50,21:28:30,별내,모란
3044,8,2808,구리,주말,하행,0,8217,21:37:50,21:38:30,별내,모란
3045,8,2808,구리,주말,하행,0,8219,21:47:50,21:48:30,별내,모란
3046,8,2808,구리,주말,하행,0,8221,21:57:50,21:58:30,별내,모란
3047,8,2808,구리,주말,하행,0,8223,22:07:50,22:08:30,별내,모란
3048,8,2808,구리,주말,하행,0,8225,22:17:50,22:18:30,별내,모란
3049,8,2808,구리,주말,하행,0,8227,22:27:50,22:28:30,별내,모란
3050,8,2808,구리,주말,하행,0,8229,22:37:50,22:38:30,별내,모란
3051,8,2808,구리,주말,하행,0,8231,22:47:50,22:48:30,별내,모란
3052,8,2808,구리,주말,하행,0,8233,22:57:50,22:58:30,별내,모란
3053,8,2808,구리,주말,하행,0,8235,23:07:50,23:08:30,별내,모란
3054,8,2808,구리,주말,하행,0,8237,23:17:50,23:18:30,별내,모란
3055,8,2808,구리,주말,하행,0,8239,23:31:50,23:32:30,별내,가락시장
3056,8,2808,구리,주말,하행,0,8241,23:49:50,23:50:30,별내,암사
3057,8,2808,구리,주말,상행,0,8002,5:36:50,5:37:30,암사,별내
3058,8,2808,구리,주말,상행,0,8004,5:47:00,5:47:40,잠실,별내
3059,8,2808,구리,주말,상행,0,8006,5:59:50,6:00:30,가락시장,별내
3060,8,2808,구리,주말,상행,0,8008,6:12:00,6:12:40,모란,별내
3061,8,2808,구리,주말,상행,0,8010,6:21:00,6:21:40,모란,별내
3062,8,2808,구리,주말,상행,0,8012,6:30:00,6:30:40,모란,별내
3063,8,2808,구리,주말,상행,0,8014,6:39:00,6:39:40,모란,별내
3064,8,2808,구리,주말,상행,0,8016,6:48:00,6:48:40,모란,별내
3065,8,2808,구리,주말,상행,0,8018,6:57:00,6:57:40,모란,별내
3066,8,2808,구리,주말,상행,0,8020,7:06:00,7:06:40,모란,별내
3067,8,2808,구리,주말,상행,0,8022,7:15:00,7:15:40,모란,별내
3068,8,2808,구리,주말,상행,0,8024,7:24:00,7:24:40,모란,별내
3069,8,2808,구리,주말,상행,0,8026,7:33:00,7:33:40,모란,별내
3070,8,2808,구리,주말,상행,0,8028,7:42:00,7:42:40,모란,별내
3071,8,2808,구리,주말,상행,0,8030,7:51:00,7:51:40,모란,별내
3072,8,2808,구리,주말,상행,0,8032,8:00:00,8:00:40,모란,별내
3073,8,2808,구리,주말,상행,0,8034,8:09:00,8:09:40,모란,별내
3074,8,2808,구리,주말,상행,0,8036,8:18:00,8:18:40,모란,별내
3075,8,2808,구리,주말,상행,0,8038,8:27:00,8:27:40,모란,별내
3076,8,2808,구리,주말,상행,0,8040,8:36:00,8:36:40,모란,별내
3077,8,2808,구리,주말,상행,0,8042,8:45:00,8:45:40,모란,별내
3078,8,2808,구리,주말,상행,0,8044,8:54:00,8:54:40,모란,별내
3079,8,2808,구리,주말,상행,0,8046,9:03:00,9:03:40,모란,별내
3080,8,2808,구리,주말,상행,0,8048,9:12:00,9:12:40,모란,별내
3081,8,2808,구리,주말,상행,0,8050,9:21:00,9:21:40,모란,별내
3082,8,2808,구리,주말,상행,0,8052,9:30:00,9:30:40,모란,별내
3083,8,2808,구리,주말,상행,0,8054,9:39:00,9:39:40,모란,별내
3084,8,2808,구리,주말,상행,0,8056,9:48:00,9:48:40,모란,별내
3085,8,2808,구리,주말,상행,0,8058,9:57:00,9:57:40,모란,별내
3086,8,2808,구리,주말,상행,0,8060,10:06:00,10:06:40,모란,별내
3087,8,2808,구리,주말,상행,0,8062,10:15:00,10:15:40,모란,별내
3088,8,2808,구리,주말,상행,0,8064,10:24:00,10:24:40,모란,별내
3089,8,2808,구리,주말,상행,0,8066,10:33:00,10:33:40,모란,별내
3090,8,2808,구리,주말,상행,0,8068,10:42:00,10:42:40,모란,별내
3091,8,2808,구리,주말,상행,0,8070,10:51:00,10:51:40,모란,별내
3092,8,2808,구리,주말,상행,0,8072,11:00:00,11:00:40,모란,별내
3093,8,2808,구리,주말,상행,0,8074,11:09:00,11:09:40,모란,별내
3094,8,2808,구리,주말,상행,0,8076,11:18:00,11:18:40,모란,별내
3095,8,2808,구리,주말,상행,0,8078,11:27:00,11:27:40,모란,별내
3096,8,2808,구리,주말,상행,0,8080,11:36:00,11:36:40,모란,별내
3097,8,2808,구리,주말,상행,0,8082,11:45:00,11:45:40,모란,별내
3098,8,2808,구리,주말,상행,0,8084,11:54:00,11:54:40,모란,별내
3099,8,2808,구리,주말,상행,0,8086,12:03:00,12:03:40,모란,별내
3100,8,2808,구리,주말,상행,0,8088,12:12:00,12:12:40,모란,별내
3101,8,2808,구리,주말,상행,0,8090,12:21:00,12:21:40,모란,별내
3102,8,2808,구리,주말,상행,0,8092,12:30:00,12:30:40,모란,별내
3103,8,2808,구리,주말,상행,0,8094,12:39:00,12:39:40,모란,별내
3104,8,2808,구리,주말,상행,0,8096,12:48:00,12:48:40,모란,별내
3105,8,2808,구리,주말,상행,0,8098,12:57:00,12:57:40,모란,별내
3106,8,2808,구리,주말,상행,0,8100,13:06:00,13:06:40,모란,별내
3107,8,2808,구리,주말,상행,0,8102,13:15:00,13:15:40,모란,별내
3108,8,2808,구리,주말,상행,0,8104,13:24:00,13:24:40,모란,별내
3109,8,2808,구리,주말,상행,0,8106,13:33:00,13:33:40,모란,별내
3110,8,2808,구리,주말,상행,0,8108,13:42:00,13:42:40,모란,별내
3111,8,2808,구리,주말,상행,0,8110,13:51:00,13:51:40,모란,별내
3112,8,2808,구리,주말,상행,0,8112,14:00:00,14:00:40,모란,별내
3113,8,2808,구리,주말,상행,0,8114,14:09:00,14:09:40,모란,별내
3114,8,2808,구리,주말,상행,0,8116,14:18:00,14:18:40,모란,별내
3115,8,2808,구리,주말,상행,0,8118,14:27:00,14:27:40,모란,별내
3116,8,2808,구리,주말,상행,0,8120,14:36:00,14:36:40,모란,별내
3117,8,2808,구리,주말,상행,0,8122,14:45:00,14:45:40,모란,별내
3118,8,2808,구리,주말,상행,0,8124,14:54:00,14:54:40,모란,별내
3119,8,2808,구리,주말,상행,0,8126,15:03:00,15:03:40,모란,별내
3120,8,2808,구리,주말,상행,0,8128,15:12:00,15:12:40,모란,별내
3121,8,2808,구리,주말,상행,0,8130,15:21:00,15:21:40,모란,별내
3122,8,2808,구리,주말,상행,0,8132,15:30:00,15:30:40,모란,별내
3123,8,2808,구리,주말,상행,0,8134,15:39:00,15:39:40,모란,별내
3124,8,2808,구리,주말,상행,0,8136,15:48:00,15:48:40,모란,별내
3125,8,2808,구리,주말,상행,0,8138,15:57:00,15:57:40,모란,별내
3126,8,2808,구리,주말,상행,0,8140,16:06:00,16:06:40,모란,별내
3127,8,2808,구리,주말,상행,0,8142,16:15:00,16:15:40,모란,별내
3128,8,2808,구리,주말,상행,0,8144,16:24:00,16:24:40,모란,별내
3129,8,2808,구리,주말,상행,0,8146,16:33:00,16:33:40,모란,별내
3130,8,2808,구리,주말,상행,0,8148,16:42:00,16:42:40,모란,별내
3131,8,2808,구리,주말,상행,0,8150,16:51:00,16:51:40,모란,별내
3132,8,2808,구리,주말,상행,0,8152,17:00:00,17:00:40,모란,별내
3133,8,2808,구리,주말,상행,0,8154,17:09:00,17:09:40,모란,별내
3134,8,2808,구리,주말,상행,0,8156,17:18:00,17:18:40,모란,별내
3135,8,2808,구리,주말,상행,0,8158,17:27:00,17:27:40,모란,별내
3136,8,2808,구리,주말,상행,0,8160,17:36:00,17:36:40,모란,별내
3137,8,2808,구리,주말,상행,0,8162,17:45:00,17:45:40,모란,별내
3138,8,2808,구리,주말,상행,0,8164,17:54:00,17:54:40,모란,별내
3139,8,2808,구리,주말,상행,0,8166,18:03:00,18:03:40,모란,별내
3140,8,2808,구리,주말,상행,0,8168,18:12:00,18:12:40,모란,별내
3141,8,2808,구리,주말,상행,0,8170,18:21:00,18:21:40,모란,별내
3142,8,2808,구리,주말,상행,0,8172,18:30:00,18:30:40,모란,별내
3143,8,2808,구리,주말,상행,0,8174,18:39:00,18:39:40,모란,별내
3144,8,2808,구리,주말,상행,0,8176,18:48:00,18:48:40,모란,별내
3145,8,2808,구리,주말,상행,0,8178,18:57:00,18:57:40,모란,별내
3146,8,2808,구리,주말,상행,0,8180,19:06:00,19:06:40,모란,별내
3147,8,2808,구리,주말,상행,0,8182,19:15:00,19:15:40,모란,별내
3148,8,2808,구리,주말,상행,0,8184,19:24:00,19:24:40,모란,별내
3149,8,2808,구리,주말,상행,0,8186,19:33:00,19:33:40,모란,별내
3150,8,2808,구리,주말,상행,0,8188,19:42:00,19:42:40,모란,별내
3151,8,2808,구리,주말,상행,0,8190,19:51:00,19:51:40,모란,별내
3152,8,2808,구리,주말,상행,0,8192,20:00:00,20:00:40,모란,별내
3153,8,2808,구리,주말,상행,0,8194,20:09:00,20:09:40,모란,별내
3154,8,2808,구리,주말,상행,0,8196,20:18:00,20:18:40,모란,별내
3155,8,2808,구리,주말,상행,0,8198,20:27:00,20:27:40,모란,별내
3156,8,2808,구리,주말,상행,0,8200,20:36:00,20:36:40,모란,별내
3157,8,2808,구리,주말,상행,0,8202,20:45:00,20:45:40,모란,별내
3158,8,2808,구리,주말,상행,0,8204,20:54:00,20:54:40,모란,별내
3159,8,2808,구리,주말,상행,0,8206,21:03:00,21:03:40,모란,별내
3160,8,2808,구리,주말,상행,0,8208,21:12:00,21:12:40,모란,별내
3161,8,2808,구리,주말,상행,0,8210,21:21:00,21:21:40,모란,별내
3162,8,2808,구리,주말,상행,0,8212,21:30:00,21:30:40,모란,별내
3163,8,2808,구리,주말,상행,0,8214,21:39:00,21:39:40,모란,별내
3164,8,2808,구리,주말,상행,0,8216,21:48:00,21:48:40,모란,별내
3165,8,2808,구리,주말,상행,0,8218,21:57:00,21:57:40,모란,별내
3166,8,2808,구리,주말,상행,0,8220,22:07:00,22:07:40,모란,별내
3167,8,2808,구리,주말,상행,0,8222,22:17:00,22:17:40,모란,별내
3168,8,2808,구리,주말,상행,0,8224,22:27:00,22:27:40,모란,별내
3169,8,2808,구리,주말,상행,0,8226,22:37:00,22:37:40,모란,별내
3170,8,2808,구리,주말,상행,0,8228,22:49:00,22:49:40,모란,별내
3171,8,2808,구리,주말,상행,0,8230,23:01:00,23:01:40,모란,별내
3172,8,2808,구리,주말,상행,0,8232,23:13:00,23:13:40,모란,별내
3173,8,2808,구리,주말,상행,0,8234,23:25:00,23:25:40,모란,별내
3174,8,2808,구리,주말,상행,0,8236,23:37:00,23:37:40,모란,별내
3175,8,2808,구리,주말,상행,0,8238,23:52:00,23:52:40,모란,별내
3176,8,2809,장자호수공원,평일,하행,0,8005,5:32:10,5:32:40,구리,모란
3177,8,2809,장자호수공원,평일,하행,0,8007,5:42:40,5:43:10,별내,모란
3178,8,2809,장자호수공원,평일,하행,0,8009,5:53:40,5:54:10,별내,모란
3179,8,2809,장자호수공원,평일,하행,0,8011,6:04:40,6:05:10,별내,모란
3180,8,2809,장자호수공원,평일,하행,0,8013,6:15:40,6:16:10,별내,모란
3181,8,2809,장자호수공원,평일,하행,0,8015,6:26:40,6:27:10,별내,모란
3182,8,2809,장자호수공원,평일,하행,0,8017,6:37:40,6:38:10,별내,모란
3183,8,2809,장자호수공원,평일,하행,0,8019,6:45:10,6:45:40,별내,모란
3184,8,2809,장자호수공원,평일,하행,0,8021,6:52:10,6:52:40,별내,모란
3185,8,2809,장자호수공원,평일,하행,0,8023,6:57:40,6:58:10,별내,모란
3186,8,2809,장자호수공원,평일,하행,0,8025,7:03:40,7:04:10,별내,모란
3187,8,2809,장자호수공원,평일,하행,0,8027,7:09:10,7:09:40,별내,모란
3188,8,2809,장자호수공원,평일,하행,0,8029,7:14:10,7:14:40,별내,모란
3189,8,2809,장자호수공원,평일,하행,0,8031,7:19:40,7:20:10,별내,모란
3190,8,2809,장자호수공원,평일,하행,0,8033,7:24:40,7:25:20,별내,모란
3191,8,2809,장자호수공원,평일,하행,0,8035,7:29:40,7:30:20,별내,모란
3192,8,2809,장자호수공원,평일,하행,0,8037,7:34:40,7:35:20,별내,모란
3193,8,2809,장자호수공원,평일,하행,0,8039,7:39:40,7:40:20,별내,모란
3194,8,2809,장자호수공원,평일,하행,0,8041,7:44:40,7:45:20,별내,모란
3195,8,2809,장자호수공원,평일,하행,0,8043,7:49:10,7:49:50,별내,모란
3196,8,2809,장자호수공원,평일,하행,0,8045,7:53:40,7:54:20,별내,모란
3197,8,2809,장자호수공원,평일,하행,0,8047,7:58:10,7:58:50,별내,모란
3198,8,2809,장자호수공원,평일,하행,0,8049,8:02:40,8:03:20,별내,모란
3199,8,2809,장자호수공원,평일,하행,0,8051,8:07:10,8:07:50,별내,모란
3200,8,2809,장자호수공원,평일,하행,0,8053,8:11:40,8:12:20,별내,모란
3201,8,2809,장자호수공원,평일,하행,0,8055,8:16:10,8:16:50,별내,모란
3202,8,2809,장자호수공원,평일,하행,0,8057,8:20:40,8:21:20,별내,모란
3203,8,2809,장자호수공원,평일,하행,0,8059,8:25:10,8:25:50,별내,모란
3204,8,2809,장자호수공원,평일,하행,0,8061,8:29:40,8:30:20,별내,모란
3205,8,2809,장자호수공원,평일,하행,0,8063,8:34:10,8:34:50,별내,모란
3206,8,2809,장자호수공원,평일,하행,0,8065,8:38:40,8:39:20,별내,모란
3207,8,2809,장자호수공원,평일,하행,0,8067,8:43:10,8:43:50,별내,모란
3208,8,2809,장자호수공원,평일,하행,0,8069,8:48:40,8:49:10,별내,모란
3209,8,2809,장자호수공원,평일,하행,0,8071,8:54:40,8:55:10,별내,모란
3210,8,2809,장자호수공원,평일,하행,0,8073,9:00:40,9:01:10,별내,모란
3211,8,2809,장자호수공원,평일,하행,0,8075,9:06:40,9:07:10,별내,모란
3212,8,2809,장자호수공원,평일,하행,0,8077,9:12:40,9:13:10,별내,모란
3213,8,2809,장자호수공원,평일,하행,0,8079,9:18:40,9:19:10,별내,모란
3214,8,2809,장자호수공원,평일,하행,0,8081,9:24:40,9:25:10,별내,모란
3215,8,2809,장자호수공원,평일,하행,0,8083,9:30:40,9:31:10,별내,모란
3216,8,2809,장자호수공원,평일,하행,0,8085,9:36:40,9:37:10,별내,모란
