호선,역명,역코드,요일,시간,분,상하행,직통여부,구간시작역코드,구간시작역,구간종료역코드,구간종료역,직전역코드,직전역,congestionCar,요일(한글)
5호선,올림픽공원역,P550,SAT,08,30,0,0,P555,마천역,510,방화역,P551,방이역,"[17, 22, 19, 19, 24, 25, 25, 26]",토요일
5호선,올림픽공원역,P550,SAT,08,40,0,0,P555,마천역,510,방화역,P551,방이역,"[16, 20, 21, 24, 25, 21, 20, 21]",토요일
5호선,올림픽공원역,P550,SAT,08,50,0,0,P555,마천역,510,방화역,P551,방이역,"[18, 25, 18, 20, 26, 15, 19, 27]",토요일
5호선,올림픽공원역,P550,SAT,08,00,0,0,P555,마천역,544,군자역,P551,방이역,"[15, 18, 19, 21, 23, 19, 18, 19]",토요일
5호선,올림픽공원역,P550,SAT,08,10,0,0,P555,마천역,544,군자역,P551,방이역,"[17, 17, 18, 20, 20, 24, 22, 23]",토요일
5호선,올림픽공원역,P550,SAT,08,20,0,0,P555,마천역,544,군자역,P551,방이역,"[15, 13, 20, 19, 27, 25, 24, 25]",토요일
5호선,올림픽공원역,P550,SAT,08,30,0,0,P555,마천역,544,군자역,P551,방이역,"[17, 22, 19, 19, 24, 25, 25, 26]",토요일
5호선,올림픽공원역,P550,SAT,08,40,0,0,P555,마천역,544,군자역,P551,방이역,"[16, 20, 21, 24, 25, 21, 20, 21]",토요일
5호선,올림픽공원역,P550,SAT,08,50,0,0,P555,마천역,544,군자역,P551,방이역,"[18, 25, 18, 20, 26, 15, 19, 27]",토요일
5호선,올림픽공원역,P550,SAT,09,00,0,0,P555,마천역,544,군자역,P551,방이역,"[17, 22, 22, 26, 23, 18, 24, 24]",토요일
5호선,올림픽공원역,P550,SAT,09,10,0,0,P555,마천역,544,군자역,P551,방이역,"[16, 24, 23, 30, 22, 27, 20, 21]",토요일
5호선,올림픽공원역,P550,SAT,09,20,0,0,P555,마천역,544,군자역,P551,방이역,"[20, 20, 24, 29, 21, 22, 29, 27]",토요일
