연번,평일주말,호선,역번호,역명,구분,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,0:00
1,주말,1,150,서울역,승차,373,318,365,785,1047,1576,2510,3233,3145,2443,2980,3476,3891,3227,2945,2382,3070,1750,781,96
2,주말,1,150,서울역,하차,205,1040,872,984,1650,1743,2175,2991,2877,2743,2687,2885,2845,2337,2131,1669,1404,868,477,147
3,주말,1,151,시청,승차,87,105,124,197,291,499,722,612,580,821,907,1027,1102,1278,1163,1032,975,553,214,9
4,주말,1,151,시청,하차,47,294,497,1017,673,657,820,958,1009,877,830,781,702,552,388,308,236,160,100,39
5,주말,1,152,종각,승차,604,399,191,250,370,439,705,980,1153,1392,1710,2127,2172,2171,1873,1935,2084,1458,580,28
6,주말,1,152,종각,하차,74,219,327,606,989,1086,1356,1815,1822,1807,1698,1538,1403,1211,722,420,342,186,152,33
7,주말,1,153,종로3가,승차,282,211,133,233,320,471,763,1075,1256,1546,1742,1962,1984,1620,1430,1206,1213,922,313,16
8,주말,1,153,종로3가,하차,48,128,165,348,750,947,1440,1863,2123,2039,1617,1309,970,814,462,322,264,165,139,35
9,주말,1,154,종로5가,승차,54,61,78,146,221,330,556,765,1030,1146,1128,1026,1061,991,773,505,402,296,85,8
10,주말,1,154,종로5가,하차,33,83,145,340,423,541,973,1200,1187,1051,1088,874,722,543,348,267,214,131,99,28
11,주말,1,155,동대문,승차,150,143,168,286,445,535,591,730,896,1082,1168,953,824,667,475,371,288,212,135,2
12,주말,1,155,동대문,하차,40,127,104,198,317,512,881,1105,1201,1106,887,928,722,607,537,474,409,392,296,90
13,주말,1,156,신설동,승차,141,136,191,249,380,518,522,581,588,628,630,682,628,447,297,278,197,170,78,9
14,주말,1,156,신설동,하차,44,156,132,195,247,294,393,473,564,550,507,506,511,447,433,397,459,399,383,93
15,주말,1,157,제기동,승차,236,132,152,250,322,478,541,737,1002,1257,1316,1323,1013,544,384,275,220,102,59,8
16,주말,1,157,제기동,하차,40,132,120,170,342,570,882,1276,1594,1275,987,741,557,421,381,355,320,259,182,29
17,주말,1,158,청량리(서울시립대입구),승차,200,230,266,412,642,780,983,1238,1274,1514,1813,1818,1594,1215,1075,826,571,419,211,4
18,주말,1,158,청량리(서울시립대입구),하차,64,294,238,370,534,711,1181,1436,1790,1948,1650,1411,1263,1000,775,725,613,676,398,94
19,주말,1,159,동묘앞,승차,46,80,80,73,186,241,392,567,774,1026,1319,1242,917,397,213,139,116,70,35,8
20,주말,1,159,동묘앞,하차,34,93,93,158,269,451,773,1025,1243,1225,890,630,361,228,186,135,161,162,139,159
547,평일,1,150,서울역,승차,390,546,1936,2840,1767,1960,2935,3079,3175,2527,3239,3872,4943,9210,5214,3124,3321,1901,932,130
548,평일,1,150,서울역,하차,345,2070,4784,9949,5396,2509,2412,2708,2517,2350,2412,2517,2557,2830,2275,1584,1320,917,558,222
549,평일,1,151,시청,승차,67,105,284,314,400,589,733,905,954,1315,1620,1639,2539,6575,3308,2316,2233,1300,463,36
550,평일,1,151,시청,하차,183,889,3608,8502,3108,1358,1288,1219,1292,1226,1061,943,842,818,579,277,275,170,117,32
551,평일,1,152,종각,승차,119,137,271,475,580,817,1331,1596,1990,2435,2921,3276,4751,10757,6250,4583,5005,3796,1478,128
552,평일,1,152,종각,하차,219,1373,5625,12737,6112,2835,2388,2484,2482,2241,1934,1866,1929,2450,1554,646,366,219,111,43
553,평일,1,153,종로3가,승차,133,127,193,418,471,855,1624,2100,2577,2610,3115,3276,3411,4869,3595,2117,2524,1884,744,118
554,평일,1,153,종로3가,하차,94,483,1250,3885,4241,3095,2966,2968,3093,2719,2179,1710,1589,1861,1186,445,290,216,131,113
555,평일,1,154,종로5가,승차,62,116,204,379,426,663,1080,1406,1683,2022,2243,2464,2989,4846,2824,1622,1324,909,367,29
556,평일,1,154,종로5가,하차,129,600,1851,5289,2961,1876,1936,1909,1966,1863,1593,1481,1146,1075,659,366,292,182,130,47
