연번,평일주말,호선,역번호,역명,구분,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,0:00
1,주말,1,150,서울역,승차,469,339,584,1144,1723,2087,2983,3527,3386,2612,3639,3554,3200,3076,2519,2281,2398,2056,996,58
2,주말,1,150,서울역,하차,342,1637,1753,1856,2438,2425,2548,2718,2973,2921,3341,3108,2656,2134,1859,1394,1344,1056,612,222
3,주말,1,151,시청,승차,103,127,110,191,298,582,700,604,731,900,1069,1339,1458,1499,1383,1284,1198,675,375,9
4,주말,1,151,시청,하차,68,306,554,939,689,665,884,956,1084,1216,1033,1035,951,792,618,402,309,192,114,34
5,주말,1,152,종각,승차,702,341,234,296,335,419,733,865,991,1300,1772,2175,2580,2627,2302,2315,2365,2140,1117,51
6,주말,1,152,종각,하차,53,245,387,571,805,870,1289,1668,1776,1900,1717,2014,1954,1718,1158,736,431,298,231,36
7,주말,1,153,종로3가,승차,317,223,184,189,327,461,760,1075,1261,1604,1982,2257,2273,1812,1412,1237,1245,1200,518,18
8,주말,1,153,종로3가,하차,48,142,186,345,664,1036,1458,2054,2311,2304,1867,1478,1263,1013,722,405,399,276,217,112
9,주말,1,154,종로5가,승차,56,80,84,149,251,355,562,699,998,1116,1200,1228,1332,1153,858,658,556,418,129,6
10,주말,1,154,종로5가,하차,13,103,169,354,387,544,846,1158,1268,1158,1139,1083,1054,851,457,315,244,174,128,32
11,주말,1,155,동대문,승차,153,168,170,293,479,543,625,671,797,962,1006,1034,1065,625,614,475,414,291,138,6
12,주말,1,155,동대문,하차,31,164,146,164,354,487,901,1077,1323,1332,1297,1167,1158,869,827,660,614,471,348,122
13,주말,1,156,신설동,승차,119,176,172,301,354,471,593,555,595,551,528,587,605,497,335,248,220,166,70,2
14,주말,1,156,신설동,하차,53,126,111,188,245,282,371,417,423,427,508,462,492,424,386,311,373,452,278,71
15,주말,1,157,제기동,승차,349,203,152,240,363,429,577,799,1002,1015,1174,1144,838,420,228,203,180,128,56,1
16,주말,1,157,제기동,하차,29,94,101,223,286,539,692,1142,1146,1018,851,620,534,389,259,229,241,232,165,33
17,주말,1,158,청량리(서울시립대입구),승차,303,333,359,469,779,986,1125,1315,1410,1461,1730,2305,1871,1337,976,848,746,540,208,5
18,주말,1,158,청량리(서울시립대입구),하차,76,361,360,524,469,934,1176,1738,2107,2000,1811,1561,1551,1216,969,866,762,841,552,92
19,주말,1,159,동묘앞,승차,42,65,66,110,161,245,344,543,652,834,1034,1129,974,404,198,139,136,81,52,2
20,주말,1,159,동묘앞,하차,19,75,88,147,199,359,661,907,1013,1148,907,587,353,231,165,149,146,176,144,106
547,주말,1,150,서울역,승차,363,290,478,1259,1847,2429,3270,3849,3972,3321,4588,4429,4312,4116,3232,2965,3117,3433,1456,46
548,주말,1,150,서울역,하차,141,889,1380,1646,2221,2438,2414,2794,3136,3031,3181,3284,3120,2924,2192,1874,1673,1385,850,241
549,주말,1,151,시청,승차,56,82,128,185,281,295,506,689,756,1152,1311,1573,1796,1863,1604,1596,1627,966,417,11
550,주말,1,151,시청,하차,62,349,433,746,989,1015,1392,1603,1511,1645,1555,1189,1225,1028,586,405,386,200,128,59
551,주말,1,152,종각,승차,109,184,176,245,350,422,743,1168,1504,1783,2371,2907,3622,3507,3291,3154,3633,3449,1754,76
552,주말,1,152,종각,하차,60,319,571,1038,1760,1576,2283,2544,2741,2850,2259,2644,2816,3208,1625,912,596,369,244,57
553,주말,1,153,종로3가,승차,146,124,163,235,467,781,1191,1761,2025,2539,3040,3543,3602,2969,2319,2252,2047,1902,877,24
554,주말,1,153,종로3가,하차,53,200,382,761,1421,1988,2784,3459,3955,3547,2675,2402,2162,1730,1088,636,514,365,287,97
555,주말,1,154,종로5가,승차,45,84,97,169,329,580,963,1331,1712,2044,2073,2163,2085,1848,1406,962,944,599,275,11
556,주말,1,154,종로5가,하차,46,166,324,712,1143,1311,1882,2234,2375,2335,1882,1643,1608,1074,669,284,230,218,136,41
557,주말,1,155,동대문,승차,136,170,214,375,606,636,807,933,1290,1358,1401,1433,1377,1023,801,591,492,381,193,2
558,주말,1,155,동대문,하차,32,141,204,290,569,859,1355,1769,1873,2002,1804,1484,1365,1169,889,736,695,567,371,125
559,주말,1,156,신설동,승차,141,179,254,412,535,644,703,722,776,825,806,880,982,948,458,330,318,221,131,8
560,주말,1,156,신설동,하차,61,141,293,409,549,600,655,717,847,742,697,670,679,612,476,367,455,431,320,68
561,주말,1,157,제기동,승차,89,130,236,384,530,742,1109,1341,1677,1865,2040,1885,1399,770,445,257,307,121,67,0
