연번,평일주말,호선,역번호,역명,구분,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,0:00
1,주말,1,150,서울역,승차,348,321,348,741,940,1401,2166,2844,3055,2341,3370,3226,3447,3277,2898,2590,3004,2234,970,38
2,주말,1,150,서울역,하차,222,821,808,961,1472,1737,1917,2316,2539,2360,2743,2491,2572,2060,1991,1683,1217,764,456,149
3,주말,1,151,시청,승차,87,98,143,206,280,395,500,672,673,868,946,958,1062,1146,1119,992,904,570,211,6
4,주말,1,151,시청,하차,48,237,323,571,577,648,744,960,996,875,964,733,746,606,374,311,268,177,144,57
5,주말,1,152,종각,승차,669,318,217,203,333,365,666,802,1103,1294,1843,1870,2129,2024,1806,1796,1780,1296,497,31
6,주말,1,152,종각,하차,68,179,293,546,926,945,1334,1566,1750,1771,1654,1379,1420,1050,685,431,315,237,163,38
7,주말,1,153,종로3가,승차,227,198,148,205,347,479,933,1184,1228,1636,1604,1948,1850,1529,1292,1149,1004,724,276,5
8,주말,1,153,종로3가,하차,38,180,261,424,703,961,1595,1977,2040,2038,1447,1209,884,722,487,262,249,209,143,87
9,주말,1,154,종로5가,승차,48,80,67,138,207,362,686,991,1364,1537,1449,1409,1553,1121,843,841,546,313,88,2
10,주말,1,154,종로5가,하차,25,102,140,296,509,763,974,1717,1875,1773,1413,1163,946,623,345,246,209,113,93,23
11,주말,1,155,동대문,승차,138,117,159,259,429,468,563,654,754,1007,957,859,894,667,468,348,290,214,138,9
12,주말,1,155,동대문,하차,36,109,109,187,310,448,797,1054,1101,1077,908,853,732,666,507,482,437,372,257,80
13,주말,1,156,신설동,승차,143,144,155,217,349,454,612,538,531,561,561,524,585,472,331,246,228,158,85,4
14,주말,1,156,신설동,하차,37,126,131,152,241,275,378,503,501,569,475,514,566,502,389,427,489,387,307,53
15,주말,1,157,제기동,승차,272,168,153,220,324,441,542,792,978,1026,1282,1245,924,651,514,339,232,117,45,4
16,주말,1,157,제기동,하차,40,118,155,180,307,523,821,1334,1520,1131,989,633,627,417,338,322,281,299,195,38
17,주말,1,158,청량리(서울시립대입구),승차,211,212,253,398,607,692,878,1073,1168,1439,1565,1707,1415,1029,770,675,486,309,165,12
18,주말,1,158,청량리(서울시립대입구),하차,84,235,217,308,527,618,947,1373,1795,1739,1479,1212,1129,907,669,598,515,651,401,87
19,주말,1,159,동묘앞,승차,65,51,46,87,182,271,412,595,810,1198,1239,1150,974,406,224,152,107,96,46,3
20,주말,1,159,동묘앞,하차,24,58,90,159,230,447,746,1102,1292,1240,1004,605,389,233,172,152,156,202,139,153
547,평일,1,150,서울역,승차,353,502,1764,3650,2165,2211,2689,3088,3108,2406,3379,3758,5373,9855,5040,3090,3108,1936,997,120
548,평일,1,150,서울역,하차,380,2023,4280,10071,5905,2714,2447,2736,2501,2347,2516,2553,2618,3238,2249,1531,1266,881,477,200
549,평일,1,151,시청,승차,78,133,242,387,512,590,739,821,1011,1191,1553,1640,2678,7492,3084,2049,1982,1263,400,27
550,평일,1,151,시청,하차,166,760,3293,9345,3252,1326,1184,1174,1180,1021,1005,853,768,840,491,278,293,202,138,45
551,평일,1,152,종각,승차,95,142,228,410,546,772,1231,1319,1858,2286,2632,3079,5096,11093,5368,4306,4499,3365,1564,150
552,평일,1,152,종각,하차,207,1079,5126,12946,6478,2774,2233,2066,2320,2073,1715,1579,1809,2431,1529,653,351,253,169,51
553,평일,1,153,종로3가,승차,152,121,215,304,475,786,1508,1925,2681,2576,2980,3403,3519,4690,3290,2142,2539,1749,650,98
554,평일,1,153,종로3가,하차,87,477,1194,3572,4002,3075,2864,2963,3276,2724,2077,1757,1524,2004,1143,370,322,238,144,93
555,평일,1,154,종로5가,승차,53,85,206,289,459,713,1124,1423,1826,2256,2242,2369,3199,5213,2571,1607,1295,921,378,42
556,평일,1,154,종로5가,하차,145,656,1691,5603,2906,2031,2124,2222,2060,1967,1632,1449,1201,1161,697,343,245,135,107,43
557,평일,1,155,동대문,승차,255,295,509,787,709,584,657,839,860,1018,958,958,992,1019,703,581,456,336,222,25
558,평일,1,155,동대문,하차,60,186,373,874,790,742,899,1199,1078,1111,1001,882,1109,1056,1103,701,547,570,496,170
559,평일,1,156,신설동,승차,329,388,793,1267,749,618,737,783,905,897,921,1023,1381,2924,1195,679,647,414,196,30
560,평일,1,156,신설동,하차,82,304,1018,3199,1636,803,682,667,742,732,730,762,871,1146,975,590,526,538,344,100
561,평일,1,157,제기동,승차,166,312,902,1345,785,719,1088,1220,1487,1789,2132,2069,1920,1993,858,599,473,268,127,22
562,평일,1,157,제기동,하차,71,248,670,2039,1437,1155,1507,1935,2306,1982,1548,1210,924,1109,911,517,420,407,266,61
563,평일,1,158,청량리(서울시립대입구),승차,430,653,2026,2582,1393,1061,1262,1526,1567,1790,2052,2275,2135,1899,1081,861,639,442,224,16
564,평일,1,158,청량리(서울시립대입구),하차,92,399,753,1603,1326,1146,1584,1823,2250,2055,1887,1674,1814,2314,2013,1011,940,884,568,194
565,평일,1,159,동묘앞,승차,109,110,224,382,291,354,421,482,693,945,1020,967,928,886,364,220,173,122,66,21
566,평일,1,159,동묘앞,하차,29,105,312,805,536,448,638,812,972,971,911,659,471,379,314,219,177,221,149,110
