호선,역명,시간,상하행,평일주말,혼잡도리스트,추천칸
3호선,가락시장역,20,0,1,"[4, 8, 7, 6, 4, 4, 4, 2, 2, 2]",8
3호선,가락시장역,20,1,0,"[12, 14, 15, 16, 16, 15, 15, 15, 18, 18]",1
3호선,가락시장역,20,1,1,"[9, 8, 9, 11, 11, 11, 10, 7, 9, 13]",8
3호선,가락시장역,21,0,0,"[4, 5, 5, 3, 3, 3, 3, 3, 3, 1]",10
3호선,가락시장역,21,0,1,"[7, 8, 7, 6, 5, 5, 5, 3, 3, 2]",10
3호선,가락시장역,21,1,0,"[11, 13, 12, 14, 15, 15, 12, 12, 15, 15]",1
3호선,가락시장역,21,1,1,"[9, 7, 11, 10, 12, 11, 12, 8, 9, 12]",2
3호선,가락시장역,22,0,0,"[4, 5, 5, 3, 3, 3, 2, 3, 2, 2]",7
3호선,가락시장역,22,0,1,"[4, 9, 6, 4, 4, 4, 4, 4, 2, 2]",9
3호선,가락시장역,22,1,0,"[14, 14, 14, 15, 20, 13, 14, 11, 21, 18]",8
3호선,가락시장역,22,1,1,"[8, 11, 12, 12, 17, 13, 9, 9, 15, 11]",1
3호선,가락시장역,23,0,0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1
3호선,가락시장역,23,0,1,"[2, 3, 3, 2, 2, 2, 2, 1, 1, 1]",8
3호선,가락시장역,23,1,0,"[6, 7, 6, 9, 8, 6, 6, 6, 9, 9]",1
3호선,가락시장역,23,1,1,"[6, 7, 9, 8, 7, 8, 6, 9, 8, 11]",1
3호선,가락시장역,0,0,0,"[17, 19, 22, 24, 19, 21, 17, 12, 12, 9]",10
3호선,가락시장역,0,0,1,"[6, 7, 8, 9, 6, 6, 6, 3, 4, 2]",10
3호선,가락시장역,0,1,0,"[7, 7, 8, 7, 10, 7, 6, 6, 10, 7]",7
3호선,가락시장역,0,1,1,"[3, 4, 5, 4, 5, 4, 3, 4, 6, 4]",1
3호선,경복궁역,5,0,0,"[12, 15, 12, 10, 13, 10, 10, 9, 10, 9]",8
3호선,경복궁역,5,0,1,"[9, 10, 8, 10, 8, 9, 10, 8, 9, 6]",10
3호선,경복궁역,5,1,0,"[61, 62, 58, 70, 71, 73, 66, 60, 57, 46]",10
3호선,경복궁역,5,1,1,"[19, 24, 24, 27, 29, 24, 23, 24, 27, 14]",10
3호선,경복궁역,6,0,0,"[12, 15, 12, 10, 13, 10, 10, 9, 10, 9]",8
3호선,경복궁역,6,0,1,"[9, 10, 8, 10, 8, 9, 10, 8, 9, 6]",10
3호선,경복궁역,6,1,0,"[61, 62, 58, 70, 71, 73, 66, 60, 57, 46]",10
3호선,경복궁역,6,1,1,"[19, 24, 24, 27, 29, 24, 23, 24, 27, 14]",10
3호선,경복궁역,7,0,0,"[18, 19, 21, 15, 17, 16, 15, 18, 15, 13]",10
3호선,경복궁역,7,0,1,"[10, 11, 11, 11, 11, 12, 8, 9, 9, 6]",10
3호선,경복궁역,7,1,0,"[110, 115, 117, 133, 140, 134, 133, 111, 100, 89]",10
3호선,경복궁역,7,1,1,"[23, 30, 28, 28, 32, 26, 30, 25, 23, 19]",10
3호선,경복궁역,8,0,0,"[24, 28, 31, 25, 26, 24, 24, 27, 22, 16]",10
3호선,경복궁역,8,0,1,"[22, 22, 26, 21, 24, 22, 18, 20, 19, 15]",10
3호선,경복궁역,8,1,0,"[114, 120, 126, 140, 149, 126, 135, 127, 117, 100]",10
3호선,경복궁역,8,1,1,"[43, 47, 43, 51, 54, 51, 47, 40, 40, 36]",10
3호선,경복궁역,9,0,0,"[22, 24, 27, 23, 27, 22, 23, 25, 20, 16]",10
3호선,경복궁역,9,0,1,"[29, 33, 40, 38, 43, 37, 31, 32, 29, 22]",10
3호선,경복궁역,9,1,0,"[70, 74, 75, 80, 85, 78, 77, 70, 64, 52]",10
3호선,경복궁역,9,1,1,"[55, 52, 54, 60, 61, 61, 51, 54, 48, 36]",10
3호선,경복궁역,10,0,0,"[18, 22, 23, 24, 24, 21, 18, 20, 17, 14]",10
3호선,경복궁역,10,0,1,"[29, 30, 40, 35, 44, 39, 32, 28, 27, 25]",10
3호선,경복궁역,10,1,0,"[46, 53, 53, 57, 63, 55, 56, 51, 48, 34]",10
3호선,경복궁역,10,1,1,"[46, 48, 54, 54, 63, 52, 51, 52, 45, 38]",10
3호선,경복궁역,11,0,0,"[26, 29, 31, 29, 33, 27, 24, 27, 20, 21]",9
3호선,경복궁역,11,0,1,"[34, 37, 39, 39, 44, 37, 29, 35, 28, 33]",9
3호선,경복궁역,11,1,0,"[35, 34, 39, 41, 43, 41, 38, 34, 33, 25]",10
3호선,경복궁역,11,1,1,"[51, 54, 57, 59, 64, 61, 54, 52, 49, 39]",10
3호선,경복궁역,12,0,0,"[34, 35, 39, 37, 40, 35, 32, 30, 29, 27]",10
3호선,경복궁역,12,0,1,"[35, 34, 42, 39, 46, 41, 35, 36, 29, 36]",9
3호선,경복궁역,12,1,0,"[36, 38, 39, 38, 42, 41, 36, 33, 32, 26]",10
3호선,경복궁역,12,1,1,"[53, 53, 53, 57, 61, 56, 51, 47, 42, 36]",10
3호선,경복궁역,13,0,0,"[37, 33, 41, 36, 39, 33, 30, 32, 26, 29]",9
3호선,경복궁역,13,0,1,"[39, 40, 47, 45, 46, 47, 37, 38, 36, 32]",10
3호선,경복궁역,13,1,0,"[42, 41, 42, 45, 47, 45, 40, 38, 37, 31]",10
3호선,경복궁역,13,1,1,"[44, 43, 51, 46, 54, 48, 43, 40, 37, 36]",10
3호선,경복궁역,14,0,0,"[36, 41, 41, 41, 46, 40, 36, 33, 30, 29]",10
3호선,경복궁역,14,0,1,"[41, 42, 48, 44, 49, 43, 40, 43, 40, 38]",10
3호선,경복궁역,14,1,0,"[25, 26, 25, 27, 30, 28, 24, 25, 22, 19]",10
3호선,경복궁역,14,1,1,"[40, 42, 45, 51, 57, 54, 42, 44, 39, 33]",10
3호선,경복궁역,15,0,0,"[60, 54, 63, 59, 67, 56, 50, 50, 45, 43]",10
3호선,경복궁역,15,0,1,"[40, 49, 48, 46, 53, 48, 43, 42, 40, 42]",1
3호선,경복궁역,15,1,0,"[26, 27, 31, 29, 32, 30, 24, 25, 23, 20]",10
3호선,경복궁역,15,1,1,"[40, 42, 43, 48, 54, 42, 41, 41, 36, 31]",10
3호선,경복궁역,16,0,0,"[65, 62, 65, 59, 63, 58, 57, 56, 55, 51]",10
3호선,경복궁역,16,0,1,"[55, 51, 65, 55, 62, 58, 53, 55, 49, 49]",9
3호선,경복궁역,16,1,0,"[33, 35, 35, 41, 39, 36, 34, 28, 28, 23]",10
3호선,경복궁역,16,1,1,"[42, 41, 46, 52, 54, 47, 44, 37, 39, 33]",10
3호선,경복궁역,17,0,0,"[91, 99, 97, 95, 92, 89, 87, 91, 83, 79]",10
3호선,경복궁역,17,0,1,"[51, 52, 66, 55, 62, 65, 55, 54, 50, 47]",10
3호선,경복궁역,17,1,0,"[22, 24, 22, 23, 25, 23, 22, 22, 22, 16]",10
3호선,경복궁역,17,1,1,"[34, 40, 39, 41, 41, 45, 33, 36, 35, 25]",10
3호선,경복궁역,18,0,0,"[114, 124, 136, 129, 125, 127, 122, 120, 121, 108]",10
3호선,경복궁역,18,0,1,"[53, 51, 57, 59, 62, 57, 57, 54, 46, 49]",9
3호선,경복궁역,18,1,0,"[18, 18, 17, 20, 20, 18, 20, 17, 18, 14]",10
3호선,경복궁역,18,1,1,"[18, 19, 18, 25, 25, 21, 21, 21, 19, 19]",1
3호선,경복궁역,19,0,0,"[83, 90, 85, 90, 88, 83, 74, 80, 72, 71]",10
3호선,경복궁역,19,0,1,"[40, 44, 42, 40, 47, 43, 41, 38, 36, 34]",10
3호선,경복궁역,19,1,0,"[12, 11, 11, 14, 16, 12, 13, 12, 12, 9]",10
3호선,경복궁역,19,1,1,"[14, 18, 14, 15, 19, 18, 13, 17, 14, 11]",10
3호선,경복궁역,20,0,0,"[57, 59, 60, 55, 57, 55, 54, 53, 51, 46]",10
3호선,경복궁역,20,0,1,"[44, 45, 52, 46, 49, 45, 52, 41, 44, 38]",10
3호선,경복궁역,20,1,0,"[8, 8, 8, 9, 10, 10, 8, 8, 9, 6]",10
3호선,경복궁역,20,1,1,"[10, 14, 14, 14, 14, 13, 15, 10, 13, 10]",1
3호선,경복궁역,21,0,0,"[48, 48, 55, 54, 51, 51, 48, 47, 47, 43]",10
3호선,경복궁역,21,0,1,"[50, 43, 56, 48, 47, 45, 41, 43, 44, 37]",10
3호선,경복궁역,21,1,0,"[9, 9, 10, 11, 12, 11, 11, 10, 10, 8]",10
3호선,경복궁역,21,1,1,"[10, 11, 11, 11, 13, 14, 10, 11, 11, 10]",1
3호선,경복궁역,22,0,0,"[51, 47, 53, 47, 49, 45, 50, 49, 48, 41]",10
3호선,경복궁역,22,0,1,"[50, 43, 47, 48, 53, 48, 46, 48, 43, 38]",10
3호선,경복궁역,22,1,0,"[5, 6, 6, 9, 8, 8, 8, 9, 9, 7]",1
3호선,경복궁역,22,1,1,"[8, 11, 12, 10, 15, 14, 9, 16, 13, 10]",1
3호선,경복궁역,23,0,0,"[32, 37, 35, 31, 27, 29, 26, 28, 28, 26]",7
3호선,경복궁역,23,0,1,"[38, 40, 40, 30, 35, 41, 31, 28, 29, 20]",10
3호선,경복궁역,23,1,0,"[6, 6, 6, 9, 6, 8, 7, 6, 8, 5]",10
3호선,경복궁역,23,1,1,"[10, 11, 11, 12, 14, 14, 11, 10, 10, 8]",10
3호선,경복궁역,0,0,0,"[12, 15, 12, 10, 13, 10, 10, 9, 10, 9]",8
3호선,경복궁역,0,0,1,"[9, 10, 8, 10, 8, 9, 10, 8, 9, 6]",10
3호선,경복궁역,0,1,0,"[61, 62, 58, 70, 71, 73, 66, 60, 57, 46]",10
3호선,경복궁역,0,1,1,"[19, 24, 24, 27, 29, 24, 23, 24, 27, 14]",10
3호선,경찰병원역,5,0,0,"[10, 15, 16, 18, 15, 16, 13, 9, 7, 5]",10
3호선,경찰병원역,5,0,1,"[5, 7, 7, 7, 5, 4, 5, 3, 3, 1]",10
3호선,경찰병원역,5,1,0,"[1, 2, 4, 3, 3, 3, 3, 3, 8, 4]",1
3호선,경찰병원역,5,1,1,"[1, 1, 2, 3, 2, 2, 2, 3, 3, 3]",1
3호선,경찰병원역,6,0,0,"[10, 15, 16, 18, 15, 16, 13, 9, 7, 5]",10
3호선,경찰병원역,6,0,1,"[5, 7, 7, 7, 5, 4, 5, 3, 3, 1]",10
3호선,경찰병원역,6,1,0,"[1, 2, 4, 3, 3, 3, 3, 3, 8, 4]",1
3호선,경찰병원역,6,1,1,"[1, 1, 2, 3, 2, 2, 2, 3, 3, 3]",1
3호선,경찰병원역,7,0,0,"[25, 30, 33, 29, 28, 31, 32, 24, 21, 17]",10
3호선,경찰병원역,7,0,1,"[3, 6, 7, 5, 6, 3, 5, 4, 3, 2]",10
3호선,경찰병원역,7,1,0,"[1, 3, 4, 5, 7, 7, 6, 9, 15, 13]",1
3호선,경찰병원역,7,1,1,"[1, 1, 2, 2, 2, 2, 2, 2, 4, 4]",1
3호선,경찰병원역,8,0,0,"[27, 34, 37, 33, 30, 35, 33, 26, 20, 16]",10
3호선,경찰병원역,8,0,1,"[10, 15, 12, 7, 9, 7, 8, 7, 6, 4]",10
3호선,경찰병원역,8,1,0,"[3, 4, 7, 11, 12, 9, 10, 13, 21, 21]",1
3호선,경찰병원역,8,1,1,"[1, 2, 3, 4, 3, 3, 3, 4, 6, 6]",1
3호선,경찰병원역,9,0,0,"[11, 15, 16, 13, 12, 13, 12, 9, 7, 6]",10
3호선,경찰병원역,9,0,1,"[8, 14, 14, 10, 10, 11, 10, 6, 4, 4]",9
3호선,경찰병원역,9,1,0,"[1, 2, 3, 4, 4, 4, 4, 4, 8, 6]",1
3호선,경찰병원역,9,1,1,"[1, 1, 2, 4, 3, 4, 4, 4, 7, 5]",1
3호선,경찰병원역,10,0,0,"[6, 10, 10, 8, 9, 9, 9, 6, 4, 3]",10
3호선,경찰병원역,10,0,1,"[7, 11, 11, 7, 8, 9, 7, 7, 4, 3]",10
3호선,경찰병원역,10,1,0,"[1, 2, 3, 4, 4, 4, 4, 4, 6, 4]",1
3호선,경찰병원역,10,1,1,"[2, 1, 3, 4, 4, 4, 5, 4, 6, 6]",2
3호선,경찰병원역,11,0,0,"[5, 8, 9, 8, 8, 7, 7, 5, 4, 3]",10
3호선,경찰병원역,11,0,1,"[7, 11, 10, 7, 7, 9, 9, 5, 5, 2]",10
3호선,경찰병원역,11,1,0,"[2, 2, 4, 5, 6, 6, 6, 6, 9, 7]",1
3호선,경찰병원역,11,1,1,"[2, 2, 3, 5, 4, 6, 4, 6, 5, 5]",1
3호선,경찰병원역,12,0,0,"[6, 10, 11, 7, 9, 7, 8, 6, 4, 4]",9
3호선,경찰병원역,12,0,1,"[8, 12, 11, 9, 11, 9, 7, 5, 5, 2]",10
3호선,경찰병원역,12,1,0,"[2, 1, 4, 6, 6, 6, 5, 5, 7, 6]",2
3호선,경찰병원역,12,1,1,"[2, 4, 5, 7, 9, 6, 6, 7, 10, 6]",1
3호선,경찰병원역,13,0,0,"[6, 10, 8, 6, 6, 6, 6, 4, 3, 4]",9
3호선,경찰병원역,13,0,1,"[8, 11, 11, 8, 7, 7, 8, 5, 3, 2]",10
3호선,경찰병원역,13,1,0,"[3, 3, 5, 7, 6, 7, 7, 6, 13, 10]",1
3호선,경찰병원역,13,1,1,"[2, 3, 6, 6, 8, 7, 7, 7, 10, 9]",1
3호선,경찰병원역,14,0,0,"[7, 12, 8, 7, 8, 5, 7, 5, 4, 3]",10
3호선,경찰병원역,14,0,1,"[6, 8, 9, 7, 6, 5, 5, 5, 3, 2]",10
3호선,경찰병원역,14,1,0,"[3, 3, 6, 9, 10, 9, 8, 8, 15, 12]",1
3호선,경찰병원역,14,1,1,"[2, 2, 5, 6, 6, 6, 5, 7, 8, 8]",1
3호선,경찰병원역,15,0,0,"[6, 7, 8, 6, 6, 6, 6, 4, 3, 4]",9
3호선,경찰병원역,15,0,1,"[6, 7, 9, 5, 7, 5, 7, 4, 3, 2]",10
3호선,경찰병원역,15,1,0,"[2, 3, 4, 8, 8, 8, 9, 9, 14, 11]",1
3호선,경찰병원역,15,1,1,"[3, 3, 6, 9, 8, 8, 7, 8, 12, 9]",1
3호선,경찰병원역,16,0,0,"[8, 9, 9, 8, 8, 8, 8, 6, 5, 3]",10
3호선,경찰병원역,16,0,1,"[6, 8, 8, 6, 5, 7, 5, 4, 3, 2]",10
3호선,경찰병원역,16,1,0,"[3, 5, 9, 11, 12, 12, 13, 16, 25, 19]",1
3호선,경찰병원역,16,1,1,"[3, 3, 6, 8, 9, 8, 8, 10, 14, 12]",1
3호선,경찰병원역,17,0,0,"[9, 12, 11, 8, 6, 7, 8, 5, 3, 4]",9
3호선,경찰병원역,17,0,1,"[5, 12, 9, 6, 7, 5, 6, 3, 3, 2]",10
3호선,경찰병원역,17,1,0,"[6, 7, 13, 22, 20, 19, 21, 28, 43, 32]",1
3호선,경찰병원역,17,1,1,"[3, 5, 7, 11, 10, 9, 11, 10, 14, 13]",1
3호선,경찰병원역,18,0,0,"[9, 13, 12, 7, 8, 8, 8, 6, 6, 4]",10
3호선,경찰병원역,18,0,1,"[4, 7, 4, 5, 5, 5, 5, 3, 2, 2]",9
3호선,경찰병원역,18,1,0,"[7, 10, 16, 28, 23, 19, 25, 31, 52, 38]",1
3호선,경찰병원역,18,1,1,"[3, 5, 7, 8, 9, 8, 7, 9, 13, 9]",1
3호선,경찰병원역,19,0,0,"[4, 6, 6, 4, 4, 4, 3, 4, 3, 2]",10
3호선,경찰병원역,19,0,1,"[2, 4, 3, 3, 2, 2, 3, 2, 2, 1]",10
3호선,경찰병원역,19,1,0,"[5, 6, 9, 13, 14, 13, 13, 20, 27, 22]",1
3호선,경찰병원역,19,1,1,"[2, 3, 5, 7, 7, 6, 6, 7, 9, 10]",1
3호선,경찰병원역,20,0,0,"[3, 3, 3, 2, 2, 3, 3, 2, 1, 1]",9
3호선,경찰병원역,20,0,1,"[3, 5, 4, 4, 3, 3, 3, 2, 2, 1]",10
3호선,경찰병원역,20,1,0,"[3, 3, 6, 9, 8, 8, 10, 12, 16, 16]",1
3호선,경찰병원역,20,1,1,"[2, 3, 3, 7, 6, 7, 6, 7, 8, 13]",1
3호선,경찰병원역,21,0,0,"[2, 3, 3, 2, 2, 3, 2, 2, 2, 1]",10
3호선,경찰병원역,21,0,1,"[5, 7, 6, 4, 5, 4, 4, 3, 2, 2]",9
3호선,경찰병원역,21,1,0,"[4, 3, 6, 8, 9, 8, 8, 10, 16, 14]",2
3호선,경찰병원역,21,1,1,"[3, 2, 5, 6, 7, 6, 8, 7, 8, 11]",2
3호선,경찰병원역,22,0,0,"[3, 4, 4, 2, 3, 3, 2, 2, 2, 1]",10
3호선,경찰병원역,22,0,1,"[4, 9, 5, 4, 5, 4, 4, 4, 2, 2]",9
3호선,경찰병원역,22,1,0,"[4, 5, 7, 11, 11, 7, 9, 9, 18, 15]",1
3호선,경찰병원역,22,1,1,"[3, 4, 6, 8, 9, 7, 7, 7, 14, 10]",1
3호선,경찰병원역,23,0,0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1
3호선,경찰병원역,23,0,1,"[1, 2, 2, 1, 1, 1, 1, 1, 1, 1]",1
3호선,경찰병원역,23,1,0,"[2, 3, 4, 6, 5, 5, 5, 6, 10, 10]",1
3호선,경찰병원역,23,1,1,"[2, 3, 6, 6, 7, 6, 6, 7, 9, 9]",1
3호선,경찰병원역,0,0,0,"[10, 15, 16, 18, 15, 16, 13, 9, 7, 5]",10
3호선,경찰병원역,0,0,1,"[5, 7, 7, 7, 5, 4, 5, 3, 3, 1]",10
3호선,경찰병원역,0,1,0,"[1, 2, 4, 3, 3, 3, 3, 3, 8, 4]",1
3호선,경찰병원역,0,1,1,"[1, 1, 2, 3, 2, 2, 2, 3, 3, 3]",1
3호선,고속터미널역,5,0,0,"[18, 20, 19, 30, 25, 21, 22, 17, 19, 14]",10
3호선,고속터미널역,5,0,1,"[7, 9, 10, 15, 13, 12, 10, 9, 8, 6]",10
3호선,고속터미널역,5,1,0,"[27, 33, 46, 41, 42, 47, 42, 41, 36, 26]",10
3호선,고속터미널역,5,1,1,"[12, 18, 24, 25, 21, 24, 20, 23, 17, 11]",10
3호선,고속터미널역,6,0,0,"[18, 20, 19, 30, 25, 21, 22, 17, 19, 14]",10
3호선,고속터미널역,6,0,1,"[7, 9, 10, 15, 13, 12, 10, 9, 8, 6]",10
3호선,고속터미널역,6,1,0,"[27, 33, 46, 41, 42, 47, 42, 41, 36, 26]",10
3호선,고속터미널역,6,1,1,"[12, 18, 24, 25, 21, 24, 20, 23, 17, 11]",10
3호선,고속터미널역,7,0,0,"[48, 46, 45, 61, 63, 57, 51, 44, 49, 42]",10
3호선,고속터미널역,7,0,1,"[12, 14, 14, 20, 18, 17, 17, 15, 15, 10]",10
3호선,고속터미널역,7,1,0,"[55, 58, 69, 72, 70, 87, 84, 77, 64, 55]",1
3호선,고속터미널역,7,1,1,"[8, 13, 15, 17, 19, 23, 22, 21, 15, 11]",1
3호선,고속터미널역,8,0,0,"[57, 62, 57, 84, 75, 69, 69, 54, 57, 51]",10
3호선,고속터미널역,8,0,1,"[22, 24, 29, 40, 40, 37, 36, 30, 26, 20]",10
3호선,고속터미널역,8,1,0,"[72, 65, 85, 93, 85, 99, 116, 106, 74, 63]",10
3호선,고속터미널역,8,1,1,"[24, 24, 30, 29, 30, 37, 33, 33, 27, 20]",10
3호선,고속터미널역,9,0,0,"[47, 53, 55, 70, 69, 64, 68, 64, 53, 39]",10
3호선,고속터미널역,9,0,1,"[30, 40, 40, 54, 57, 56, 51, 44, 41, 25]",10
3호선,고속터미널역,9,1,0,"[41, 36, 46, 48, 50, 55, 58, 55, 41, 33]",10
3호선,고속터미널역,9,1,1,"[27, 27, 28, 36, 40, 45, 42, 41, 30, 24]",10
3호선,고속터미널역,10,0,0,"[30, 36, 43, 56, 54, 52, 50, 39, 35, 29]",10
3호선,고속터미널역,10,0,1,"[32, 37, 47, 56, 68, 61, 59, 51, 42, 37]",1
3호선,고속터미널역,10,1,0,"[27, 29, 35, 31, 35, 40, 41, 37, 29, 22]",10
3호선,고속터미널역,10,1,1,"[30, 30, 38, 38, 40, 45, 43, 39, 30, 25]",10
3호선,고속터미널역,11,0,0,"[32, 42, 52, 67, 70, 56, 58, 46, 36, 30]",10
3호선,고속터미널역,11,0,1,"[38, 47, 55, 75, 69, 66, 65, 56, 44, 39]",1
3호선,고속터미널역,11,1,0,"[27, 29, 33, 35, 36, 43, 42, 36, 32, 22]",10
3호선,고속터미널역,11,1,1,"[36, 39, 44, 48, 46, 58, 52, 49, 39, 31]",10
3호선,고속터미널역,12,0,0,"[40, 44, 61, 80, 73, 63, 68, 51, 47, 37]",10
3호선,고속터미널역,12,0,1,"[36, 44, 59, 72, 74, 66, 65, 50, 42, 37]",1
3호선,고속터미널역,12,1,0,"[29, 28, 33, 38, 38, 45, 41, 38, 30, 24]",10
3호선,고속터미널역,12,1,1,"[42, 36, 41, 41, 46, 54, 52, 43, 39, 31]",10
3호선,고속터미널역,13,0,0,"[33, 41, 52, 60, 59, 56, 54, 45, 37, 32]",10
3호선,고속터미널역,13,0,1,"[48, 47, 62, 86, 80, 75, 78, 59, 49, 43]",10
3호선,고속터미널역,13,1,0,"[44, 42, 47, 50, 54, 61, 57, 49, 39, 33]",10
3호선,고속터미널역,13,1,1,"[36, 39, 45, 44, 50, 55, 54, 40, 38, 29]",10
