호선,역명,시간,상하행,평일주말,혼잡도리스트,추천칸
6호선,고려대역,5,0,0,"[33, 30, 34, 27, 30, 38, 35, 29]",4
6호선,고려대역,5,0,1,"[13, 11, 12, 10, 12, 16, 16, 13]",4
6호선,고려대역,5,1,0,"[10, 7, 12, 8, 5, 7, 6, 9]",5
6호선,고려대역,5,1,1,"[9, 7, 11, 8, 6, 5, 4, 6]",7
6호선,고려대역,6,0,0,"[33, 30, 34, 27, 30, 38, 35, 29]",4
6호선,고려대역,6,0,1,"[13, 11, 12, 10, 12, 16, 16, 13]",4
6호선,고려대역,6,1,0,"[10, 7, 12, 8, 5, 7, 6, 9]",5
6호선,고려대역,6,1,1,"[9, 7, 11, 8, 6, 5, 4, 6]",7
6호선,고려대역,7,0,0,"[71, 72, 70, 70, 75, 92, 81, 66]",8
6호선,고려대역,7,0,1,"[18, 21, 19, 16, 20, 28, 25, 27]",4
6호선,고려대역,7,1,0,"[21, 12, 15, 13, 12, 10, 10, 9]",8
6호선,고려대역,7,1,1,"[8, 7, 10, 8, 6, 4, 4, 3]",8
6호선,고려대역,8,0,0,"[84, 75, 77, 80, 95, 113, 101, 82]",2
6호선,고려대역,8,0,1,"[29, 32, 28, 32, 32, 41, 48, 44]",3
6호선,고려대역,8,1,0,"[22, 19, 22, 18, 15, 16, 16, 13]",8
6호선,고려대역,8,1,1,"[14, 13, 15, 11, 9, 9, 8, 8]",7
6호선,고려대역,9,0,0,"[46, 52, 48, 46, 57, 64, 69, 59]",1
6호선,고려대역,9,0,1,"[35, 40, 33, 30, 37, 44, 45, 45]",4
6호선,고려대역,9,1,0,"[14, 13, 15, 14, 10, 12, 9, 8]",8
6호선,고려대역,9,1,1,"[17, 19, 16, 15, 12, 11, 9, 8]",8
6호선,고려대역,10,0,0,"[22, 30, 25, 27, 33, 39, 41, 32]",1
6호선,고려대역,10,0,1,"[27, 31, 35, 31, 42, 48, 46, 38]",1
6호선,고려대역,10,1,0,"[15, 14, 16, 14, 10, 11, 10, 10]",5
6호선,고려대역,10,1,1,"[17, 18, 19, 17, 12, 13, 12, 11]",8
6호선,고려대역,11,0,0,"[18, 24, 18, 19, 26, 31, 31, 23]",1
6호선,고려대역,11,0,1,"[28, 33, 34, 34, 43, 45, 52, 35]",1
