연번,평일주말,호선,역번호,역명,구분,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
,평일,1,150,서울역,상행,25.0,22.25,24.35,22.65,20.2,18.45,17.049999999999997,20.4,29.75,17.55,11.55,11.3,13.399999999999999,6.949999999999999
,평일,1,150,서울역,하행,14.55,14.399999999999999,18.6,20.4,23.7,27.25,35.25,46.75,74.55,32.0,25.95,23.700000000000003,26.200000000000003,11.45
,평일,1,151,시청,상행,21.049999999999997,20.4,23.049999999999997,22.7,21.1,19.8,18.7,22.6,38.55,20.75,14.1,13.95,16.4,11.7
,평일,1,151,시청,하행,13.85,13.45,17.85,19.5,23.549999999999997,26.7,30.55,43.2,70.2,28.349999999999998,23.05,22.0,21.65,10.45
,평일,1,152,종각,상행,17.7,18.15,22.2,21.9,22.4,23.0,20.8,26.6,48.25,24.5,18.9,19.15,23.450000000000003,15.55
,평일,1,152,종각,하행,15.25,14.7,18.2,19.85,22.95,25.0,28.3,38.05,52.2,21.65,18.4,17.6,18.1,8.899999999999999
,평일,1,153,종로3가,상행,20.549999999999997,17.3,23.85,24.3,25.15,26.1,24.200000000000003,29.4,54.35,25.9,19.95,22.200000000000003,25.9,17.4
,평일,1,153,종로3가,하행,18.1,16.15,19.0,19.75,22.15,23.799999999999997,25.45,30.6,37.2,16.4,13.0,10.899999999999999,11.25,5.9
,평일,1,154,종로5가,상행,17.05,14.75,21.2,21.75,24.75,26.35,25.1,30.4,57.5,28.549999999999997,21.7,25.1,25.3,17.7
,평일,1,154,종로5가,하행,22.6,18.15,25.35,20.55,24.7,24.9,26.6,30.75,33.95,16.05,12.149999999999999,10.2,9.5,5.5
,평일,1,155,동대문,상행,15.2,16.25,19.700000000000003,22.799999999999997,25.450000000000003,26.0,27.25,32.45,58.599999999999994,28.45,22.1,25.25,23.9,17.85
,평일,1,155,동대문,하행,24.5,18.200000000000003,25.450000000000003,20.4,22.25,22.1,23.0,25.4,25.45,11.7,8.95,7.85,7.55,4.8
,평일,1,156,신설동,상행,13.55,16.55,18.25,20.0,21.15,25.3,22.65,33.849999999999994,51.8,27.6,18.75,23.35,25.200000000000003,18.1
,평일,1,156,신설동,하행,24.5,17.15,21.85,20.35,21.1,20.25,23.3,21.45,22.049999999999997,10.3,8.0,6.699999999999999,6.4,4.75
,평일,1,157,제기동,상행,10.45,12.05,14.549999999999999,16.5,19.15,21.15,21.549999999999997,31.05,52.6,28.0,18.35,22.6,23.6,17.049999999999997
,평일,1,157,제기동,하행,24.799999999999997,15.3,22.450000000000003,19.65,20.4,19.45,21.5,18.9,17.4,9.05,7.25,6.0,5.75,5.050000000000001
,평일,1,158,청량리,상행,8.15,9.4,12.3,13.95,16.15,18.2,21.049999999999997,26.450000000000003,46.25,24.85,16.9,19.25,21.0,15.2
,평일,1,158,청량리,하행,23.85,14.2,17.55,18.55,14.45,15.75,17.35,16.950000000000003,14.85,8.25,6.3,5.699999999999999,5.15,4.95
,평일,1,159,동묘앞,상행,14.4,14.8,19.75,20.4,21.549999999999997,23.85,25.9,29.75,53.85,27.1,20.200000000000003,22.65,22.8,18.65
,평일,1,159,동묘앞,하행,25.299999999999997,19.450000000000003,25.05,20.5,23.2,21.6,24.15,22.85,24.1,11.350000000000001,8.600000000000001,7.2,7.0,4.449999999999999
,평일,2,201,시청,상행,24.0,29.4,30.25,29.5,30.25,30.85,29.549999999999997,35.0,42.35,21.700000000000003,15.350000000000001,22.0,33.2,20.7
,평일,2,201,시청,하행,17.05,21.55,24.85,27.55,27.3,32.2,33.9,48.6,80.80000000000001,37.85,33.8,29.95,45.05,32.1
,평일,2,202,을지로입구,상행,20.6,26.65,27.75,31.1,32.05,35.7,34.0,43.6,57.05,27.9,19.75,26.6,37.7,20.95
,평일,2,202,을지로입구,하행,18.0,21.25,24.6,26.6,25.4,30.45,31.05,44.95,68.3,34.4,30.349999999999998,26.799999999999997,42.7,29.8
,평일,2,203,을지로3가,상행,19.35,25.15,27.1,29.7,30.700000000000003,34.849999999999994,33.5,44.35,57.75,28.950000000000003,19.85,27.85,38.25,29.049999999999997
,평일,2,203,을지로3가,하행,21.75,24.1,26.45,26.45,24.9,28.55,28.45,37.3,53.85,28.0,23.4,21.55,35.05,25.4
,평일,2,204,을지로4가,상행,18.8,25.0,27.6,30.35,32.15,37.0,36.3,48.75,63.65,31.9,20.95,29.2,43.2,28.25
,평일,2,204,을지로4가,하행,21.95,24.35,25.5,25.549999999999997,23.15,26.65,26.85,32.45,46.95,26.0,22.2,19.65,31.85,21.2
,평일,2,205,동대문역사문화공원,상행,23.5,28.95,34.95,36.05,35.3,43.05,41.599999999999994,52.35,66.35,30.950000000000003,20.35,27.700000000000003,39.95,25.4
,평일,2,205,동대문역사문화공원,하행,24.45,26.05,26.95,26.45,23.6,27.3,26.75,31.35,43.85,24.35,21.25,19.2,31.35,18.65
