연번,평일주말,호선,역번호,역명,구분,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
100.0,평일,2,215,잠실나루,하행,17.15,23.450000000000003,27.25,25.299999999999997,27.75,35.95,43.1,51.099999999999994,66.8,38.4,35.0,45.400000000000006,45.45,18.55
97.0,평일,2,216,잠실,상행,33.95,30.4,31.55,32.9,31.9,36.15,38.3,44.8,44.6,23.0,23.35,27.75,23.35,12.05
98.0,평일,2,216,잠실,하행,17.4,22.200000000000003,27.6,25.35,28.15,35.8,42.05,49.95,66.6,38.75,37.3,47.849999999999994,47.1,19.35
95.0,평일,2,217,잠실새내,상행,34.95,30.1,30.5,32.55,29.450000000000003,33.95,35.85,42.25,40.5,22.15,21.85,26.4,22.6,11.600000000000001
96.0,평일,2,217,잠실새내,하행,19.25,25.2,30.6,28.9,31.75,41.849999999999994,50.45,63.3,86.8,51.650000000000006,40.95,57.25,59.650000000000006,27.15
93.0,평일,2,218,종합운동장,상행,36.650000000000006,29.85,31.75,32.8,28.25,33.0,33.849999999999994,38.05,37.2,21.25,21.3,29.85,30.349999999999998,11.55
94.0,평일,2,218,종합운동장,하행,18.95,24.6,28.7,29.0,31.75,42.35,51.7,65.75,88.95,53.6,40.599999999999994,57.25,59.4,27.5
91.0,평일,2,219,삼성,상행,31.8,28.9,32.6,34.5,33.05,41.75,47.05,59.45,60.35,34.2,31.3,43.1,37.85,14.85
92.0,평일,2,219,삼성,하행,18.6,24.0,28.45,29.200000000000003,31.700000000000003,41.8,53.95,72.0,96.9,54.449999999999996,42.9,56.35,48.8,24.45
89.0,평일,2,220,선릉,상행,37.099999999999994,35.55,40.05,44.75,43.55,57.9,64.65,83.3,88.15,51.25,44.2,57.349999999999994,52.599999999999994,20.9
90.0,평일,2,220,선릉,하행,28.35,30.5,33.45,34.7,33.849999999999994,40.25,49.75,62.949999999999996,81.85,48.05,35.7,47.400000000000006,43.0,23.1
87.0,평일,2,221,역삼,상행,31.0,33.05,39.95,43.95,46.8,63.150000000000006,75.45,106.45,111.94999999999999,64.55,51.45,68.65,58.9,26.2
88.0,평일,2,221,역삼,하행,42.5,39.0,42.25,44.65,41.7,47.45,54.55,68.3,86.05,49.85,40.900000000000006,53.8,45.0,26.650000000000002
85.0,평일,2,222,강남,상행,27.8,34.099999999999994,41.8,44.8,50.15,70.5,83.25,120.55000000000001,120.5,77.8,63.650000000000006,87.4,74.75,36.4
86.0,평일,2,222,강남,하행,54.25,44.0,45.099999999999994,49.150000000000006,42.45,45.4,50.5,56.25,69.5,41.15,34.95,46.25,43.0,25.0
83.0,평일,2,223,교대,상행,26.8,32.150000000000006,38.5,44.599999999999994,50.05,69.5,83.7,120.65,128.2,83.35,68.44999999999999,94.19999999999999,85.3,38.85
84.0,평일,2,223,교대,하행,66.15,48.0,47.35,52.3,45.35,45.6,46.55,50.95,62.900000000000006,36.0,27.950000000000003,34.4,31.950000000000003,20.1
81.0,평일,2,224,서초,상행,23.549999999999997,30.650000000000002,37.25,43.8,50.7,71.45,86.25,125.35,133.45,84.95,70.25,94.25,86.55,39.05
82.0,평일,2,224,서초,하행,68.6,46.95,47.6,51.849999999999994,43.65,43.150000000000006,44.85,46.7,56.7,32.95,25.75,33.3,29.0,19.65
79.0,평일,2,225,방배,상행,22.25,29.9,37.1,45.0,50.95,73.75,88.25,125.89999999999999,138.55,87.9,71.44999999999999,91.5,90.15,42.7
80.0,평일,2,225,방배,하행,70.75,45.85,47.75,50.25,40.2,39.95,42.45,43.15,49.75,29.65,23.7,31.200000000000003,27.65,18.6
77.0,평일,2,226,사당,상행,21.35,26.25,33.7,40.9,46.8,65.8,77.85,107.45,122.75,84.5,65.7,84.35,89.4,46.2
78.0,평일,2,226,사당,하행,73.15,47.1,48.75,50.45,39.75,39.0,41.2,41.95,47.3,28.35,23.9,31.3,26.75,19.3
75.0,평일,2,227,낙성대,상행,20.5,26.05,33.349999999999994,40.7,45.15,63.099999999999994,75.94999999999999,102.85,111.25,80.8,60.900000000000006,77.0,84.44999999999999,42.1
76.0,평일,2,227,낙성대,하행,63.35,42.2,44.45,45.2,34.55,36.45,40.1,40.2,47.85,29.450000000000003,23.2,30.95,26.5,19.700000000000003
73.0,평일,2,228,서울대입구,상행,18.5,23.35,31.450000000000003,37.15,41.2,58.35,68.69999999999999,92.0,99.2,71.5,53.8,67.6,75.9,39.3
74.0,평일,2,228,서울대입구,하행,59.75,40.2,42.05,44.0,33.25,34.900000000000006,39.4,39.35,48.05,30.55,24.0,32.1,27.55,19.9
71.0,평일,2,229,봉천,상행,19.15,23.65,31.75,36.85,40.3,56.0,66.15,87.35,93.05000000000001,65.7,49.75,62.95,72.15,35.75
72.0,평일,2,229,봉천,하행,52.45,38.0,37.7,39.55,30.9,32.15,36.3,37.599999999999994,46.95,31.65,23.55,30.7,26.799999999999997,19.85
69.0,평일,2,230,신림,상행,19.75,22.450000000000003,31.2,34.8,36.75,48.599999999999994,58.5,74.05,74.95,51.45,39.25,48.8,58.15,27.6
70.0,평일,2,230,신림,하행,48.9,36.75,36.6,38.05,30.15,32.05,36.0,38.650000000000006,49.8,34.5,24.9,32.45,28.9,21.65
67.0,평일,2,231,신대방,상행,21.9,22.9,31.9,34.55,37.2,46.349999999999994,55.95,69.8,72.25,48.55,35.2,43.8,52.55,25.6
68.0,평일,2,231,신대방,하행,39.4,31.15,30.0,33.2,26.799999999999997,29.049999999999997,33.95,38.650000000000006,56.5,37.45,30.5,36.0,35.15,27.700000000000003
65.0,평일,2,232,구로디지털단지,상행,22.95,26.1,36.25,37.099999999999994,39.599999999999994,47.55,59.0,76.30000000000001,85.25,48.8,35.2,42.3,49.35,25.5
66.0,평일,2,232,구로디지털단지,하행,36.85,30.05,29.549999999999997,32.900000000000006,27.65,30.049999999999997,35.25,42.75,63.45,43.05,33.6,41.3,40.85,31.799999999999997
63.0,평일,2,233,대림,상행,25.35,28.15,38.1,38.7,40.15,45.95,57.25,73.05000000000001,84.65,44.35,31.65,36.650000000000006,43.05,22.3
64.0,평일,2,233,대림,하행,36.85,31.35,30.35,34.75,29.85,33.05,37.5,45.25,66.1,47.35,38.849999999999994,47.650000000000006,47.849999999999994,36.0
61.0,평일,2,234,신도림,상행,32.9,31.25,42.650000000000006,42.8,39.75,39.85,47.099999999999994,47.900000000000006,67.25,34.0,23.65,26.95,33.1,15.45
62.0,평일,2,234,신도림,하행,27.9,29.2,30.25,34.95,31.3,35.650000000000006,40.35,50.05,70.8,39.9,40.9,40.55,55.65,28.05
59.0,평일,2,235,문래,상행,41.85,40.150000000000006,42.75,42.9,39.8,40.2,50.1,50.599999999999994,69.7,36.85,27.9,29.900000000000002,34.65,29.2
60.0,평일,2,235,문래,하행,22.95,26.65,29.25,32.2,33.2,38.3,51.85,68.25,94.65,53.6,54.3,56.349999999999994,68.15,39.35
57.0,평일,2,236,영등포구청,상행,41.95,39.45,43.55,41.55,38.9,38.5,48.55,49.9,69.19999999999999,34.150000000000006,26.55,28.3,32.25,25.1
58.0,평일,2,236,영등포구청,하행,23.65,26.799999999999997,29.1,32.15,33.0,37.9,51.0,65.6,92.15,52.0,55.0,52.55,66.05000000000001,37.6
55.0,평일,2,237,당산,상행,44.2,42.6,46.900000000000006,45.6,39.900000000000006,40.45,52.45,51.7,71.95,35.900000000000006,26.4,28.15,31.200000000000003,24.65
56.0,평일,2,237,당산,하행,22.2,24.6,27.1,31.25,31.799999999999997,36.0,48.55,62.05,87.35,51.400000000000006,57.9,53.7,70.35,40.25
53.0,평일,2,238,합정,상행,42.55,38.45,43.7,41.45,36.55,35.55,43.6,41.5,53.2,28.2,19.65,23.950000000000003,26.5,20.7
54.0,평일,2,238,합정,하행,20.9,26.5,27.8,33.2,34.05,38.5,51.55,64.3,92.0,53.7,61.7,57.6,75.9,39.3
51.0,평일,2,239,홍대입구,상행,42.150000000000006,39.25,41.4,40.55,35.7,34.65,41.0,38.65,44.8,25.25,20.549999999999997,30.6,35.4,27.65
52.0,평일,2,239,홍대입구,하행,17.950000000000003,24.25,25.5,30.650000000000002,32.6,37.2,48.0,60.6,87.05000000000001,49.3,57.75,50.55,65.8,35.900000000000006
49.0,평일,2,240,신촌(지하),상행,39.7,37.2,40.85,38.65,35.6,36.15,43.599999999999994,39.7,44.4,25.05,21.799999999999997,32.65,38.7,29.6
50.0,평일,2,240,신촌(지하),하행,19.55,29.200000000000003,30.95,36.75,38.5,43.75,52.45,68.05000000000001,100.5,53.3,60.650000000000006,48.2,60.900000000000006,31.65
47.0,평일,2,241,이대,상행,36.7,36.85,40.45,39.45,36.05,36.8,43.25,40.9,45.1,25.299999999999997,22.1,33.75,37.9,29.15
48.0,평일,2,241,이대,하행,21.85,30.6,30.95,36.7,37.3,41.55,49.45,66.45,100.44999999999999,54.15,57.5,43.7,55.7,30.0
45.0,평일,2,242,아현,상행,37.5,37.65,40.95,40.0,36.15,36.95,44.05,41.05,44.7,25.049999999999997,21.950000000000003,33.3,37.5,28.5
46.0,평일,2,242,아현,하행,23.1,31.700000000000003,31.75,36.75,37.55,42.55,48.95,67.65,103.35,54.7,58.15,45.05,57.75,30.9
43.0,평일,2,243,충정로,상행,36.900000000000006,39.2,42.150000000000006,41.3,37.35,39.0,44.5,44.900000000000006,48.25,26.85,21.55,34.3,37.6,28.55
44.0,평일,2,243,충정로,하행,22.9,31.25,31.8,36.849999999999994,38.3,42.400000000000006,49.650000000000006,70.69999999999999,103.05,55.25,60.0,46.35,57.85,29.95
111.0,평일,2,244,용답,상행,17.1,14.4,14.75,15.0,13.05,13.5,16.7,20.0,16.35,7.550000000000001,5.95,5.15,3.25,2.05
112.0,평일,2,244,용답,하행,9.05,8.9,9.8,10.5,12.0,14.7,18.65,32.05,53.85,22.65,20.25,18.35,15.75,7.699999999999999
113.0,평일,2,245,신답,상행,15.850000000000001,13.9,13.5,14.15,12.05,12.850000000000001,15.8,19.4,16.5,7.6,6.0,5.55,3.8499999999999996,2.25
114.0,평일,2,245,신답,하행,9.5,8.85,9.6,10.3,11.05,12.95,17.3,28.75,44.05,21.05,17.7,15.5,13.25,6.5
117.0,평일,2,246,신설동,상행,12.85,11.65,11.75,12.5,10.8,11.25,14.15,17.15,13.65,6.9,5.4,4.800000000000001,4.4,2.25
125.0,평일,2,247,도림천,상행,11.45,11.899999999999999,13.7,15.7,17.85,24.7,31.65,51.45,90.35,62.400000000000006,35.8,33.4,33.45,22.2
126.0,평일,2,247,도림천,하행,26.0,20.5,19.35,18.049999999999997,15.700000000000001,16.3,20.549999999999997,29.55,33.1,18.0,11.65,10.3,9.45,5.6
123.0,평일,2,248,양천구청,상행,10.55,10.65,11.95,13.05,14.7,19.85,25.45,41.2,71.80000000000001,47.8,27.5,25.25,24.25,20.15
124.0,평일,2,248,양천구청,하행,25.4,20.049999999999997,18.700000000000003,17.55,15.0,15.200000000000001,19.65,28.8,32.650000000000006,17.75,11.7,10.149999999999999,9.5,5.6
121.0,평일,2,249,신정네거리,상행,9.5,9.350000000000001,10.2,10.15,10.55,13.7,17.2,26.75,44.45,28.9,16.85,14.7,14.7,11.149999999999999
122.0,평일,2,249,신정네거리,하행,18.8,15.45,15.6,14.600000000000001,12.65,13.9,17.65,28.65,29.5,15.75,11.1,9.7,8.7,4.2
115.0,평일,2,250,용두,상행,14.55,13.2,13.1,13.8,12.0,12.7,15.799999999999999,19.35,16.8,7.8,6.15,5.65,4.2,2.5
116.0,평일,2,250,용두,하행,8.100000000000001,7.9,8.65,8.9,9.5,11.2,15.35,24.35,38.85,17.8,15.4,13.65,11.600000000000001,5.3
120.0,평일,2,260,까치산,하행,12.350000000000001,11.0,10.95,11.0,10.3,12.65,16.05,27.75,31.8,16.4,11.0,10.45,7.949999999999999,4.3
129.0,평일,3,309,지축,상행,13.649999999999999,18.200000000000003,21.25,22.6,25.75,33.95,38.0,51.75,103.1,70.95,39.099999999999994,38.75,37.650000000000006,32.7
130.0,평일,3,309,지축,하행,39.55,34.55,30.1,26.7,23.3,23.5,27.1,27.700000000000003,27.4,17.45,11.55,10.3,10.2,6.05
131.0,평일,3,310,구파발,상행,8.75,11.899999999999999,17.9,19.6,17.9,30.75,28.5,48.4,55.0,40.3,25.15,27.4,21.9,19.1
132.0,평일,3,310,구파발,하행,36.9,27.7,28.6,29.0,19.65,26.75,25.8,21.85,17.25,10.85,9.850000000000001,10.350000000000001,9.55,5.85
133.0,평일,3,311,연신내,상행,11.6,15.6,21.55,24.5,23.4,37.849999999999994,37.6,55.099999999999994,72.7,45.25,33.3,31.1,30.2,22.85
134.0,평일,3,311,연신내,하행,42.349999999999994,28.200000000000003,30.35,30.75,20.2,26.75,25.95,19.05,15.65,10.3,8.25,9.399999999999999,8.35,5.65
135.0,평일,3,312,불광,상행,13.2,18.450000000000003,25.700000000000003,28.799999999999997,28.25,46.85,45.25,73.2,93.75,59.65,42.4,39.5,39.2,28.9
136.0,평일,3,312,불광,하행,47.25,33.95,32.599999999999994,35.5,24.0,29.450000000000003,29.5,22.65,19.1,12.25,9.75,11.15,9.45,7.05
137.0,평일,3,313,녹번,상행,12.6,17.9,26.6,28.15,29.1,48.4,46.1,74.85,94.55000000000001,61.349999999999994,43.45,39.65,40.45,30.25
138.0,평일,3,313,녹번,하행,51.45,36.65,35.1,37.95,25.25,29.9,30.5,23.15,19.35,12.65,9.8,10.5,9.15,6.5
139.0,평일,3,314,홍제,상행,12.6,18.5,27.4,28.700000000000003,31.0,51.4,50.55,88.1,104.25,69.1,48.2,44.650000000000006,45.25,34.3
140.0,평일,3,314,홍제,하행,56.25,40.6,37.900000000000006,42.95,27.25,30.7,33.6,25.1,20.2,12.75,9.9,11.0,8.850000000000001,6.65
141.0,평일,3,315,무악재,상행,13.2,19.85,28.55,30.55,33.400000000000006,56.099999999999994,54.8,94.80000000000001,112.3,73.2,51.4,48.4,52.2,34.05
142.0,평일,3,315,무악재,하행,58.150000000000006,41.45,38.9,43.25,27.7,31.15,34.8,24.9,20.9,12.55,10.0,11.1,9.100000000000001,6.699999999999999
143.0,평일,3,316,독립문,상행,13.3,19.95,28.65,31.25,34.85,58.3,56.85,96.45,114.69999999999999,75.25,52.75,49.75,53.75,33.8
144.0,평일,3,316,독립문,하행,58.900000000000006,42.65,39.85,45.0,28.700000000000003,31.35,36.25,25.95,21.700000000000003,13.4,10.1,11.25,9.25,6.6499999999999995
145.0,평일,3,317,경복궁,상행,14.1,20.5,30.75,31.35,36.1,58.55,59.8,100.6,114.05,76.5,52.95,50.5,55.05,34.7
146.0,평일,3,317,경복궁,하행,59.8,47.099999999999994,44.45,53.3,37.05,40.65,49.75,37.0,34.5,18.9,14.5,17.15,13.65,9.0
147.0,평일,3,318,안국,상행,22.25,28.8,38.95,37.95,40.3,61.65,61.900000000000006,100.85,111.05,73.95,52.25,49.3,54.900000000000006,34.8
148.0,평일,3,318,안국,하행,58.9,47.7,46.9,59.55,45.400000000000006,51.2,66.95,51.3,50.15,25.75,19.85,23.299999999999997,17.4,10.8
149.0,평일,3,319,종로3가,상행,30.299999999999997,38.35,47.7,44.0,44.75,63.6,61.3,96.95,104.94999999999999,71.4,49.45,46.8,53.8,32.95
150.0,평일,3,319,종로3가,하행,46.3,38.55,37.35,50.25,39.2,43.45,60.85,43.95,48.1,23.65,18.75,21.4,18.15,11.2
151.0,평일,3,320,을지로3가,상행,26.05,33.8,41.3,37.2,38.150000000000006,52.349999999999994,49.4,78.1,86.35,58.35,39.8,37.6,43.15,24.25
152.0,평일,3,320,을지로3가,하행,41.150000000000006,35.45,34.4,48.3,38.7,42.5,58.85,46.400000000000006,54.8,25.55,20.6,23.85,21.9,14.2
153.0,평일,3,321,충무로,상행,26.1,32.65,40.3,35.15,37.05,49.05,45.35,68.44999999999999,73.15,50.849999999999994,34.5,32.0,37.85,20.0
154.0,평일,3,321,충무로,하행,45.099999999999994,37.25,37.400000000000006,51.7,41.25,44.8,63.0,49.0,58.349999999999994,27.900000000000002,20.799999999999997,24.5,23.85,14.9
155.0,평일,3,322,동대입구,상행,26.4,34.150000000000006,43.099999999999994,37.400000000000006,39.9,52.7,49.55,75.35,81.1,58.65,40.15,35.099999999999994,41.9,20.85
156.0,평일,3,322,동대입구,하행,42.2,36.0,36.3,50.3,42.2,44.25,64.2,50.25,60.75,28.5,21.65,24.9,24.6,16.05
157.0,평일,3,323,약수,상행,26.549999999999997,34.8,43.6,36.150000000000006,38.75,51.25,47.8,70.45,79.35,56.150000000000006,36.9,34.0,40.400000000000006,20.5
158.0,평일,3,323,약수,하행,47.65,41.05,39.9,55.1,45.599999999999994,47.2,66.3,51.0,65.19999999999999,30.400000000000002,23.049999999999997,26.6,26.9,18.1
159.0,평일,3,324,금호,상행,28.6,37.7,47.45,39.3,43.3,55.849999999999994,55.25,82.35,94.1,66.45,43.900000000000006,40.15,45.2,23.4
160.0,평일,3,324,금호,하행,48.25,41.650000000000006,40.150000000000006,55.05,45.25,46.75,65.6,49.95,62.95,30.0,22.25,24.700000000000003,26.0,17.0
161.0,평일,3,325,옥수,상행,28.35,36.900000000000006,47.45,38.2,44.8,56.55,55.9,83.6,96.35,67.9,44.85,41.150000000000006,46.85,23.7
162.0,평일,3,325,옥수,하행,53.95,45.75,42.9,59.15,48.65,48.15,68.75,51.4,63.25,31.450000000000003,22.45,24.85,25.9,17.85
163.0,평일,3,326,압구정,상행,29.35,38.55,50.650000000000006,40.9,50.7,63.6,64.25,93.65,108.2,74.1,49.35,46.8,52.95,26.0
164.0,평일,3,326,압구정,하행,45.65,44.25,41.0,55.4,50.1,50.1,73.05,54.55,70.75,36.45,27.5,28.35,29.35,18.65
165.0,평일,3,327,신사,상행,34.7,43.05,53.15,42.75,50.349999999999994,60.65,63.599999999999994,86.6,99.69999999999999,63.75,42.9,41.5,46.05,22.95
166.0,평일,3,327,신사,하행,34.75,36.75,34.35,48.2,42.75,41.95,62.35,48.8,63.75,35.8,27.799999999999997,28.85,31.9,19.0
167.0,평일,3,328,잠원,상행,33.75,38.7,48.5,38.8,46.5,51.8,54.9,72.65,80.15,47.1,32.85,31.450000000000003,35.05,16.9
168.0,평일,3,328,잠원,하행,35.400000000000006,37.3,34.85,48.65,42.95,42.55,62.65,49.6,61.5,35.95,27.05,28.9,31.45,19.35
169.0,평일,3,329,고속터미널,상행,33.400000000000006,38.349999999999994,47.5,39.65,46.95,52.15,54.75,72.65,80.44999999999999,47.55,33.55,31.85,36.150000000000006,17.55
170.0,평일,3,329,고속터미널,하행,39.75,39.05,37.25,51.55,45.599999999999994,43.05,64.55,51.85,61.400000000000006,37.45,28.35,29.15,30.450000000000003,19.05
171.0,평일,3,330,교대,상행,35.849999999999994,42.55,51.099999999999994,42.3,51.4,57.7,66.9,87.30000000000001,101.2,55.55,36.65,37.15,42.55,18.35
172.0,평일,3,330,교대,하행,28.35,28.950000000000003,28.95,39.35,37.150000000000006,34.8,54.3,44.55,53.45,31.25,24.05,25.65,28.799999999999997,17.75
173.0,평일,3,331,남부터미널,상행,31.3,36.1,41.35,33.0,39.3,45.9,53.85,72.25,80.65,42.599999999999994,28.85,29.0,31.55,13.45
174.0,평일,3,331,남부터미널,하행,22.95,24.25,24.4,32.25,32.6,28.85,46.95,41.95,52.3,29.700000000000003,22.7,25.549999999999997,25.95,16.25
175.0,평일,3,332,양재,상행,29.35,31.4,35.95,27.45,34.5,36.7,45.7,55.45,64.25,34.4,22.799999999999997,22.799999999999997,25.1,11.1
