연번,평일주말,호선,역번호,역명,구분,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,00:00
1.0,평일,1,150,서울역,상행,4.3,20.6,47.1,76.1,63.2,41.4,34.4,37.4,32.4,27.0,26.6,25.2,31.4,43.8,25.6,19.0,17.2,17.4,12.7,3.8
11.0,평일,1,150,서울역,하행,5.6,13.4,29.3,31.0,24.0,19.0,21.5,27.0,32.7,32.0,50.0,54.6,71.9,97.5,42.8,37.3,38.4,33.2,15.8,2.9
2.0,평일,1,151,시청,상행,4.3,16.3,36.6,55.2,50.4,37.3,32.4,35.0,30.6,27.1,27.8,28.0,35.6,58.1,28.8,23.1,21.2,20.8,15.8,4.0
12.0,평일,1,151,시청,하행,4.7,13.8,29.8,31.3,26.2,20.3,21.4,26.2,32.2,32.0,47.8,48.2,66.1,89.5,38.0,33.0,33.4,28.0,13.6,2.2
3.0,평일,1,152,종각,상행,4.2,11.6,22.7,32.4,33.9,31.9,30.2,32.0,30.2,29.1,30.8,31.8,42.0,73.1,35.4,29.9,28.6,27.0,20.3,4.4
13.0,평일,1,152,종각,하행,5.0,14.6,37.0,46.8,33.6,22.2,23.2,27.4,32.0,30.5,44.2,43.3,57.1,65.8,29.8,25.9,26.5,22.5,11.4,1.8
4.0,평일,1,153,종로3가,상행,3.6,12.4,23.2,34.3,32.8,34.5,29.6,35.1,31.7,32.2,35.4,35.4,45.7,77.8,38.2,31.3,33.0,30.5,22.8,4.6
14.0,평일,1,153,종로3가,하행,6.0,17.0,47.4,68.6,47.6,26.1,24.9,27.8,31.6,29.3,40.8,37.9,44.8,47.2,22.1,18.5,18.1,16.0,8.4,1.4
5.0,평일,1,154,종로5가,상행,3.3,10.6,17.6,25.2,25.6,28.4,25.5,31.6,30.3,31.4,34.8,36.4,47.0,82.6,39.1,33.0,36.4,30.0,22.6,7.7
15.0,평일,1,154,종로5가,하행,6.6,19.3,52.0,74.2,53.0,31.5,28.2,34.4,36.0,32.4,45.2,39.0,45.8,44.2,21.8,17.6,16.8,13.8,8.1,1.8
6.0,평일,1,155,동대문,상행,4.7,10.6,16.7,24.7,24.2,27.3,25.8,31.2,31.8,30.1,35.4,37.4,47.5,82.6,39.4,32.8,36.4,30.1,24.5,7.8
16.0,평일,1,155,동대문,하행,7.0,20.4,55.2,80.4,57.0,33.0,28.0,33.3,34.7,28.0,38.7,34.9,38.6,34.8,17.4,14.3,13.8,11.8,7.4,1.8
7.0,평일,1,156,신설동,상행,4.0,10.3,11.8,19.8,23.0,23.0,22.2,24.4,29.0,25.5,31.2,35.5,47.3,72.4,39.4,27.5,31.5,26.8,20.8,6.4
17.0,평일,1,156,신설동,하행,11.2,27.1,50.8,71.2,46.8,29.8,26.6,30.8,29.2,26.4,32.3,34.0,33.4,29.7,14.4,12.6,11.6,9.2,6.5,1.0
8.0,평일,1,157,제기동,상행,4.6,8.6,10.3,17.4,19.1,18.2,18.0,20.0,23.6,23.4,27.0,34.0,46.6,72.3,39.0,26.8,30.4,25.5,21.0,6.0
18.0,평일,1,157,제기동,하행,10.8,24.6,49.5,67.4,44.2,29.2,24.5,29.6,27.6,25.6,30.9,29.4,30.2,26.5,13.1,11.6,10.6,8.6,6.6,1.2
9.0,평일,1,158,청량리,상행,4.4,6.5,9.0,14.4,13.0,16.2,14.8,16.7,20.0,20.0,24.2,30.9,39.2,63.5,35.5,24.8,25.6,22.6,18.6,4.6
19.0,평일,1,158,청량리,하행,10.7,23.6,53.4,62.4,43.0,28.7,23.0,24.4,25.9,20.2,28.2,25.5,26.2,22.2,11.8,10.5,10.4,8.0,6.3,1.0
10.0,평일,1,159,동묘앞,상행,3.9,10.8,14.6,22.5,21.1,24.2,23.5,25.0,29.0,26.6,30.4,37.2,43.5,74.8,35.8,29.5,34.6,27.0,20.4,7.2
20.0,평일,1,159,동묘앞,하행,7.4,21.0,54.5,79.1,51.8,32.6,28.1,33.4,34.6,29.4,37.1,33.0,37.6,33.2,16.8,13.6,12.8,10.4,6.6,1.0
21.0,평일,2,201,시청,상행,11.4,29.3,52.2,90.3,49.2,36.6,38.4,42.0,42.3,40.2,43.0,48.5,54.2,60.3,30.2,24.6,36.1,38.2,26.8,9.0
72.0,평일,2,201,시청,하행,4.7,15.6,32.9,37.4,25.1,26.4,32.2,33.0,37.2,38.8,45.2,51.8,74.1,107.2,57.2,58.8,48.3,58.4,27.8,10.9
22.0,평일,2,202,을지로입구,상행,7.6,23.5,38.3,63.4,38.1,31.2,36.2,39.2,43.5,42.6,46.5,52.4,65.7,77.4,37.4,31.5,43.0,43.4,32.2,9.6
73.0,평일,2,202,을지로입구,하행,4.6,18.8,38.4,50.2,30.2,27.2,31.4,33.6,35.8,37.2,42.8,47.8,68.2,93.2,50.6,55.0,43.9,54.6,26.2,10.4
23.0,평일,2,203,을지로3가,상행,7.6,23.0,35.8,54.2,35.0,30.2,34.6,38.4,41.6,41.8,45.8,52.0,69.0,76.5,38.4,30.0,44.1,43.6,33.4,9.6
74.0,평일,2,203,을지로3가,하행,7.2,22.8,51.6,74.0,40.2,31.7,34.4,35.5,36.5,36.9,41.2,44.6,59.6,77.8,42.6,42.7,37.6,43.4,21.0,8.4
24.0,평일,2,204,을지로4가,상행,7.6,22.2,32.8,51.6,34.5,30.0,35.0,39.4,43.0,43.6,48.8,56.2,75.4,83.2,42.1,31.4,46.0,45.8,34.1,11.1
75.0,평일,2,204,을지로4가,하행,7.6,25.6,59.4,78.2,41.4,30.5,33.1,34.2,34.4,34.2,38.2,42.2,52.8,67.2,39.0,41.0,34.8,39.6,18.6,7.6
25.0,평일,2,205,동대문역사문화공원,상행,11.1,29.4,43.8,67.4,44.0,35.6,42.0,46.3,50.4,49.5,53.6,61.2,81.8,83.2,40.7,30.2,43.2,42.6,31.4,10.2
76.0,평일,2,205,동대문역사문화공원,하행,7.6,26.3,69.4,83.2,45.0,32.2,34.8,36.4,35.1,35.7,39.6,42.2,50.8,66.0,38.5,40.9,34.8,40.0,18.6,7.0
26.0,평일,2,206,신당,상행,9.6,31.4,46.3,74.1,47.4,36.8,42.2,48.1,50.0,49.9,54.4,61.6,80.9,78.0,39.6,28.1,39.8,42.2,30.8,11.0
77.0,평일,2,206,신당,하행,9.6,23.7,65.4,79.4,45.0,34.1,37.7,39.3,39.2,40.3,46.6,48.4,58.4,81.0,49.2,52.5,43.3,47.3,21.9,7.8
27.0,평일,2,207,상왕십리,상행,10.8,32.2,47.3,77.5,48.5,36.8,42.6,48.2,49.8,49.5,53.8,60.6,79.1,76.3,38.3,27.0,38.2,40.1,28.8,10.0
78.0,평일,2,207,상왕십리,하행,8.4,23.0,60.6,75.3,43.6,33.7,37.2,39.8,38.4,41.0,48.1,49.4,61.3,84.8,51.6,54.0,45.6,46.6,22.6,7.4
28.0,평일,2,208,왕십리,상행,9.6,27.6,37.6,71.5,43.7,33.1,36.3,40.4,41.6,40.0,40.6,43.4,53.7,50.6,25.5,17.8,24.2,26.0,19.4,7.3
79.0,평일,2,208,왕십리,하행,7.4,21.5,56.6,69.8,42.3,32.7,36.4,39.0,38.0,40.8,48.4,49.8,62.6,84.4,53.1,54.2,47.8,46.6,22.9,8.0
