연번,평일주말,호선,역번호,역명,구분,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,00:00
250.0,평일,5,2511,방화,하행,1.7,3.7,6.7,5.2,3.8,3.5,3.2,3.2,3.4,2.6,3.6,3.2,2.0,2.8,1.8,1.5,1.0,0.9,0.4,0.2
251.0,평일,5,2512,개화산,상행,2.0,1.6,2.3,3.6,1.2,1.5,2.1,2.3,2.6,2.7,3.4,4.1,5.1,6.3,3.7,3.7,3.6,3.4,2.2,1.7
252.0,평일,5,2512,개화산,하행,3.4,6.2,12.0,9.6,6.6,6.2,5.2,5.4,5.4,4.5,5.6,5.6,4.2,6.4,3.8,3.0,2.3,2.1,1.0,0.4
253.0,평일,5,2513,김포공항,상행,3.3,3.6,5.0,7.5,2.3,2.6,3.8,4.2,4.2,4.6,5.8,7.3,9.3,11.8,6.6,6.6,6.5,5.8,4.0,2.6
254.0,평일,5,2513,김포공항,하행,3.2,9.4,20.7,25.5,17.9,13.3,11.8,12.0,12.4,11.7,14.1,14.2,11.4,19.1,14.2,9.5,9.3,9.6,5.7,2.2
255.0,평일,5,2514,송정,상행,15.9,13.9,16.4,15.4,5.6,7.6,9.9,11.2,11.4,11.8,14.0,17.7,24.4,27.9,11.7,13.0,11.5,10.8,6.6,2.8
256.0,평일,5,2514,송정,하행,4.3,11.1,23.7,29.4,20.1,15.3,13.4,13.4,13.8,13.2,15.2,16.0,12.4,20.3,15.7,10.4,9.7,9.9,6.1,2.8
257.0,평일,5,2515,마곡,상행,16.8,14.2,17.6,16.2,6.0,8.4,10.8,12.4,12.5,13.2,15.6,20.2,27.4,31.0,13.3,15.2,13.2,12.4,7.8,4.0
258.0,평일,5,2515,마곡,하행,4.6,11.7,27.2,29.7,20.0,16.9,15.1,14.8,15.9,15.4,18.8,22.8,19.3,26.8,20.8,13.6,12.6,12.2,7.0,3.0
259.0,평일,5,2516,발산,상행,23.8,25.0,21.5,23.6,9.4,10.4,12.6,14.1,14.6,15.2,17.5,22.2,29.5,33.3,15.9,16.8,14.4,14.4,9.0,5.0
260.0,평일,5,2516,발산,하행,5.3,12.3,29.9,28.0,19.8,18.8,17.7,18.2,20.0,19.8,25.2,31.6,30.2,41.6,29.8,21.6,20.4,20.6,11.4,3.6
261.0,평일,5,2517,우장산,상행,25.2,28.9,33.5,45.2,16.4,14.7,16.8,18.4,19.0,18.4,20.1,25.6,33.7,37.8,20.0,18.8,15.8,16.0,9.6,6.4
262.0,평일,5,2517,우장산,하행,7.8,18.8,39.7,36.8,24.2,22.6,20.8,20.8,22.0,21.3,26.7,34.4,32.1,41.2,31.2,22.1,20.6,21.2,11.3,3.5
263.0,평일,5,2518,화곡,상행,24.0,28.4,35.7,44.4,17.0,15.2,17.7,19.0,21.2,20.8,22.7,29.8,41.5,46.2,26.2,24.0,21.5,22.1,13.4,9.1
264.0,평일,5,2518,화곡,하행,10.4,29.0,63.2,59.9,35.4,30.8,26.4,27.2,26.8,24.4,29.1,37.2,34.2,41.6,31.6,22.8,21.0,20.8,11.0,2.4
265.0,평일,5,2519,까치산,상행,18.4,25.8,34.4,42.6,17.0,15.7,18.7,21.1,23.4,24.8,28.8,38.4,56.0,67.6,39.3,37.5,32.7,32.8,21.6,13.5
266.0,평일,5,2519,까치산,하행,14.4,33.3,72.4,73.0,41.1,33.4,27.4,28.4,26.3,23.0,25.0,31.0,27.1,31.2,25.0,17.6,16.1,16.2,8.8,3.9
267.0,평일,5,2520,신정,상행,11.4,18.8,24.7,29.0,12.6,12.6,16.7,19.0,21.8,24.5,30.4,40.2,62.2,74.2,45.0,42.8,39.6,39.2,26.6,17.6
268.0,평일,5,2520,신정,하행,18.3,38.4,83.4,85.0,48.0,37.2,30.0,30.8,28.8,24.5,25.2,31.2,28.2,30.0,25.5,17.5,15.4,15.7,9.1,3.6
