연번,평일주말,호선,역번호,역명,구분,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
,주말,5,2531,애오개,하행,4.4,6.8,9.1,14.7,19.2,20.4,22.1,25.8,26.7,24.1,22.6,25.0,23.2,17.6,13.4,11.8,10.4,8.8,6.3
,주말,5,2532,충정로,상행,3.4,7.6,7.2,10.0,12.7,14.3,16.7,19.8,20.6,22.3,25.1,29.0,28.6,23.6,17.0,17.0,16.1,12.2,9.0
,주말,5,2532,충정로,하행,4.5,6.6,8.9,14.3,19.0,19.7,21.6,25.3,26.3,23.5,22.0,24.4,22.8,17.2,12.9,11.3,10.0,8.6,6.2
,주말,5,2533,서대문,상행,3.2,7.3,7.0,9.8,12.4,14.0,16.0,19.1,19.8,21.8,24.5,28.7,28.2,23.2,16.8,17.0,16.0,12.3,8.2
,주말,5,2533,서대문,하행,5.0,6.5,8.8,13.8,18.2,19.5,21.8,25.6,26.2,24.0,22.7,25.3,23.6,17.7,13.0,11.4,10.0,8.8,6.1
,주말,5,2534,광화문,상행,3.0,7.2,7.5,10.5,12.9,14.6,16.1,19.4,19.5,21.5,24.1,28.1,27.5,22.7,16.7,17.0,16.4,12.4,8.0
,주말,5,2534,광화문,하행,5.0,5.5,7.0,11.0,15.6,16.4,18.3,21.4,22.5,22.8,22.9,27.2,25.6,21.3,16.2,16.6,15.0,11.2,6.8
,주말,5,2535,종로3가,상행,3.0,8.3,8.8,12.8,15.7,17.4,20.4,23.5,23.9,23.0,23.7,28.4,27.0,20.2,14.1,12.4,12.3,9.8,7.6
,주말,5,2535,종로3가,하행,2.3,6.4,6.8,9.1,12.4,12.4,13.9,16.9,17.8,18.6,21.5,26.5,26.1,22.6,17.6,18.6,17.0,13.6,9.4
,주말,5,2536,을지로4가,상행,3.6,8.2,9.1,14.1,18.4,19.8,22.4,24.8,24.8,23.5,21.9,24.7,22.6,17.3,11.7,9.7,9.3,7.3,5.8
,주말,5,2536,을지로4가,하행,2.4,6.0,6.4,8.4,11.7,11.6,13.0,15.8,16.9,17.7,20.7,25.5,25.5,22.1,17.2,18.1,16.4,13.4,9.4
,주말,5,2537,동대문역사문화공원,상행,3.7,8.8,8.9,14.6,18.5,19.5,22.0,23.9,23.7,22.4,20.5,23.2,20.9,15.8,10.8,9.0,8.7,6.7,5.4
,주말,5,2537,동대문역사문화공원,하행,3.4,6.9,6.9,8.6,12.4,11.5,13.3,15.5,16.9,18.4,22.6,26.3,28.4,25.2,20.0,18.5,18.6,15.7,10.3
,주말,5,2538,청구,상행,3.6,8.8,9.8,16.4,21.0,22.0,24.7,25.4,25.9,23.9,21.5,22.8,20.9,15.2,10.4,9.0,8.2,6.7,5.6
,주말,5,2538,청구,하행,5.4,8.1,8.1,9.9,14.5,13.4,15.0,17.4,18.9,20.4,25.1,28.9,31.4,27.6,21.5,20.4,20.3,17.8,11.6
,주말,5,2539,신금호,상행,4.3,9.2,10.7,17.6,22.6,24.3,27.1,28.9,28.4,27.0,23.8,25.9,23.5,17.8,12.2,10.5,9.6,7.5,7.0
,주말,5,2539,신금호,하행,6.0,8.9,8.2,10.0,15.0,13.7,15.4,17.7,19.1,20.3,24.6,28.3,30.9,27.0,20.8,19.8,19.7,17.2,12.0
,주말,5,2540,행당,상행,4.1,9.0,10.5,17.4,21.8,23.8,26.3,28.2,28.0,26.5,23.8,26.0,23.7,18.1,12.6,10.9,9.9,7.9,7.4
,주말,5,2540,행당,하행,7.1,9.4,7.2,10.8,15.2,14.7,15.5,18.2,19.8,21.0,23.4,28.1,30.5,26.7,20.5,18.7,19.9,16.4,12.6
,주말,5,2541,왕십리,상행,3.8,8.6,11.0,16.9,21.2,23.0,25.2,27.1,27.2,25.0,23.6,26.1,23.8,18.8,12.9,11.2,10.4,8.4,6.8
,주말,5,2541,왕십리,하행,4.8,10.4,8.3,12.0,17.2,16.5,18.7,20.9,23.4,25.0,29.2,34.0,38.1,34.8,27.1,24.9,27.0,23.0,18.0
,주말,5,2542,마장,상행,6.4,11.6,14.8,24.1,28.5,30.4,34.0,36.3,36.4,31.4,31.4,32.0,30.0,21.8,14.8,12.6,11.2,9.2,7.7
,주말,5,2542,마장,하행,2.8,10.7,8.3,11.9,17.3,16.5,18.7,20.5,23.0,24.8,29.0,33.4,37.3,34.0,26.8,24.6,26.5,22.7,17.7
,주말,5,2543,답십리,상행,6.3,11.5,14.5,23.8,28.0,30.0,33.4,35.8,35.8,31.0,30.8,31.7,29.7,22.0,14.5,12.5,11.2,8.9,8.7
,주말,5,2543,답십리,하행,5.0,12.2,8.8,12.8,18.4,17.2,18.9,21.1,23.0,24.5,28.6,32.8,35.9,32.6,25.6,23.5,25.1,21.1,17.8
,주말,5,2544,장한평,상행,5.2,11.0,13.8,22.5,26.4,28.6,31.8,33.9,34.5,30.1,29.9,31.1,29.6,22.1,14.7,13.1,11.7,9.5,8.8
,주말,5,2544,장한평,하행,6.5,12.5,9.1,13.2,18.3,19.0,18.0,21.9,23.0,24.7,27.8,32.8,36.4,32.7,25.4,22.0,24.0,20.6,16.8
,주말,5,2545,군자,상행,4.7,11.0,14.5,22.5,26.2,28.3,31.6,33.9,33.3,29.1,28.7,31.6,29.6,21.3,15.2,13.8,12.2,10.3,9.7
,주말,5,2545,군자,하행,6.3,17.8,13.9,18.8,27.2,27.0,24.8,28.4,29.4,30.6,33.5,40.6,43.2,38.6,30.4,25.7,28.7,24.8,18.6
,주말,5,2546,아차산,상행,7.3,12.9,17.4,27.0,31.8,32.8,36.6,39.3,39.6,35.6,35.5,38.8,39.1,29.1,20.4,18.7,16.7,13.4,13.2
,주말,5,2546,아차산,하행,7.3,20.4,14.0,18.6,25.4,24.1,23.5,26.6,28.4,29.7,32.6,39.5,41.8,36.8,29.0,24.0,27.2,23.2,17.1
,주말,5,2547,광나루,상행,6.5,11.4,16.2,25.1,30.6,32.2,35.1,37.7,37.9,33.6,32.7,36.4,36.5,27.5,19.8,18.6,16.3,13.2,11.7
,주말,5,2547,광나루,하행,7.5,20.1,12.4,17.9,23.5,23.2,22.7,27.0,28.5,30.0,33.6,38.2,42.0,35.6,29.3,23.8,25.6,22.5,16.9
,주말,5,2548,천호,상행,6.3,10.8,16.4,25.1,30.3,33.0,34.3,37.2,36.4,32.0,30.1,36.0,34.1,26.6,19.3,18.2,14.7,13.8,11.9
,주말,5,2548,천호,하행,6.7,16.9,10.6,14.7,18.6,19.3,18.8,23.5,25.2,27.1,30.0,35.2,38.2,34.1,29.0,24.3,25.1,22.5,17.0
,주말,5,2549,강동,상행,5.8,10.8,15.8,23.8,30.0,32.4,33.9,36.0,36.1,31.3,28.5,34.8,32.5,23.2,16.4,13.7,11.6,11.3,6.9
,주말,5,2549,강동,하행,1.5,6.0,6.4,9.4,10.5,12.0,12.8,13.0,17.2,15.9,20.6,23.2,20.8,25.2,20.3,17.4,18.0,16.4,12.7
,주말,5,2550,길동,상행,9.6,16.5,22.8,38.6,43.1,47.6,46.4,51.3,42.1,46.2,40.6,41.7,41.7,30.0,19.9,16.3,14.8,14.2,8.2
,주말,5,2550,길동,하행,4.9,12.0,12.4,15.4,22.0,22.7,24.1,25.6,31.6,28.8,39.3,42.5,46.2,45.7,36.8,32.4,32.5,30.8,23.7
,주말,5,2551,굽은다리,상행,8.8,14.9,21.2,36.2,40.2,44.7,43.7,47.6,38.4,43.4,38.0,38.6,38.8,27.9,18.4,15.0,13.8,13.4,7.7
,주말,5,2551,굽은다리,하행,5.0,11.1,11.6,14.4,20.8,21.0,21.6,23.1,28.6,25.6,35.4,37.6,40.8,40.2,32.6,28.2,28.7,27.6,20.1
,주말,5,2552,명일,상행,7.2,12.4,18.0,31.8,35.0,39.6,38.7,42.4,33.0,38.8,33.9,34.7,35.5,25.5,16.4,13.6,12.8,13.0,7.7
,주말,5,2552,명일,하행,4.8,10.1,10.9,13.4,18.4,18.9,19.7,21.5,26.6,23.1,32.0,33.3,36.4,35.4,28.9,25.6,26.0,24.5,18.2
,주말,5,2553,고덕,상행,6.4,11.4,15.4,28.6,31.1,35.4,34.6,37.8,28.4,35.2,30.6,31.6,33.7,24.0,15.2,12.8,12.2,12.4,7.6
,주말,5,2553,고덕,하행,4.0,8.4,8.8,12.7,15.0,16.4,16.8,18.7,23.0,19.0,28.1,29.1,32.9,32.8,26.0,22.5,23.7,21.8,16.3
,주말,5,2554,상일동,상행,4.3,11.6,14.7,25.8,29.4,32.0,30.3,32.9,24.0,31.4,25.5,26.3,28.7,19.7,13.1,11.2,10.7,10.6,6.8
,주말,5,2554,상일동,하행,3.2,6.4,6.5,10.3,13.1,14.3,14.4,16.0,16.9,12.5,21.8,20.9,24.4,23.5,18.9,16.0,17.2,15.3,10.7
,주말,5,2555,둔촌동,상행,4.5,10.8,14.8,19.3,24.2,26.8,28.0,30.8,33.2,29.3,31.3,34.8,36.8,24.7,20.2,18.9,14.0,15.9,12.7
,주말,5,2555,둔촌동,하행,4.0,13.0,12.3,22.5,22.0,23.3,21.1,28.4,27.2,24.6,25.8,30.9,26.2,25.9,22.4,17.7,14.5,14.2,10.8
,주말,5,2556,올림픽공원(한국체대),상행,4.0,10.4,12.8,17.7,22.0,24.5,25.2,28.4,30.2,27.7,29.0,32.0,35.1,23.4,18.6,18.1,13.6,14.8,13.0
,주말,5,2556,올림픽공원(한국체대),하행,3.4,11.3,10.6,19.5,18.5,21.1,16.8,21.6,23.3,21.5,22.0,26.1,23.2,24.1,22.7,19.1,14.9,14.2,10.4
,주말,5,2557,방이,상행,4.4,10.0,13.2,18.4,22.2,24.5,24.3,28.4,28.8,26.0,25.9,28.1,26.0,18.8,13.0,12.2,10.9,11.5,7.4
,주말,5,2557,방이,하행,3.4,10.2,8.5,17.0,15.1,17.6,16.9,17.7,20.3,19.0,20.1,22.8,18.7,24.9,17.7,17.0,15.5,13.9,9.1
,주말,5,2558,오금,상행,4.0,9.0,12.4,17.3,20.6,22.1,22.0,25.5,25.6,21.9,22.6,24.6,22.8,17.2,11.2,10.4,8.4,8.7,7.1
,주말,5,2558,오금,하행,1.6,7.0,5.5,11.6,10.6,13.1,12.7,12.0,14.8,15.2,17.3,18.9,15.2,23.4,16.1,15.6,14.6,14.0,9.5
,주말,5,2559,개롱,상행,5.4,9.4,12.9,17.7,20.6,20.7,19.8,22.2,21.8,18.7,18.0,18.2,16.3,10.8,6.4,5.7,4.6,4.7,2.2
,주말,5,2559,개롱,하행,1.1,5.4,4.5,7.9,8.2,9.2,9.1,8.8,10.4,10.8,12.4,13.3,10.8,17.0,11.4,11.1,10.8,9.8,6.5
,주말,5,2560,거여,상행,4.2,7.1,10.1,13.6,15.5,14.5,14.3,15.3,15.6,13.8,13.4,13.5,12.0,7.6,4.6,4.0,3.1,3.1,1.4
,주말,5,2560,거여,하행,0.4,2.1,2.2,3.4,5.3,4.8,4.2,4.0,4.9,5.2,5.4,6.5,4.9,8.1,4.8,5.0,5.2,4.9,3.6
,주말,5,2561,마천,상행,2.3,3.5,4.9,6.8,6.7,6.7,6.4,7.1,6.5,6.5,5.6,6.0,5.1,3.4,2.1,1.9,1.2,1.2,0.4
,주말,5,2562,강일,상행,6.8,11.0,11.6,18.0,25.6,22.2,21.0,22.8,27.1,28.8,33.0,26.9,23.6,16.0,11.0,9.6,9.7,9.6,5.1
,주말,5,2562,강일,하행,3.3,5.6,8.5,11.9,15.0,13.9,13.8,14.9,28.0,19.4,24.7,23.9,21.9,21.1,16.6,14.4,15.0,13.4,12.1
,주말,5,2563,미사,상행,5.8,9.2,12.3,15.8,23.7,18.9,19.6,19.9,30.1,24.1,26.7,25.8,20.2,14.5,10.2,9.3,9.7,10.3,5.1
,주말,5,2563,미사,하행,0.0,2.8,5.1,7.0,11.1,9.9,10.2,10.0,14.2,14.1,17.5,11.6,13.4,11.1,8.3,7.4,7.5,7.2,6.8
,주말,5,2564,하남풍산,상행,3.3,5.2,6.6,8.4,13.2,10.4,10.8,10.8,18.3,14.6,16.8,16.1,12.6,10.2,6.7,5.5,5.7,5.2,2.4
,주말,5,2564,하남풍산,하행,0.0,2.2,3.6,5.7,9.3,8.2,8.3,8.6,11.7,11.9,14.2,9.5,10.9,9.1,7.1,5.8,6.0,5.9,5.5
,주말,5,2565,하남시청,상행,2.8,4.3,5.6,7.0,10.7,8.6,9.0,9.0,15.8,12.1,14.6,13.6,10.6,8.7,5.5,4.3,4.6,4.1,2.1
,주말,5,2565,하남시청,하행,0.0,1.3,1.8,3.0,6.6,6.5,5.3,5.0,6.3,6.8,7.2,4.5,5.3,4.3,3.2,2.6,2.4,2.8,2.6
,주말,5,2566,하남검단산,상행,1.5,1.8,2.4,3.3,4.6,4.2,4.6,4.4,7.9,7.2,8.8,9.0,6.1,4.2,3.2,2.6,3.2,2.5,1.0
