연번,평일주말,호선,역번호,역명,구분,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,00:00
299.0,평일,5,2511,방화,하행,1.6,3.4,6.5,5.3,4.1,3.5,3.2,3.2,3.4,3.0,3.0,3.2,2.0,2.6,1.8,1.2,1.0,0.8,0.5,0.2
244.0,평일,5,2512,개화산,상행,1.8,1.5,1.9,3.4,1.2,1.4,2.0,2.3,2.7,2.7,3.4,4.2,5.3,6.2,3.8,3.8,3.5,3.2,2.2,1.5
300.0,평일,5,2512,개화산,하행,3.2,5.8,11.8,10.1,7.2,6.1,5.4,5.5,5.6,5.1,5.2,5.6,4.2,6.4,3.8,2.3,2.0,2.0,0.8,0.3
245.0,평일,5,2513,김포공항,상행,2.6,3.2,4.4,7.4,2.3,2.4,3.6,4.5,4.4,4.7,6.0,7.4,9.4,12.0,7.0,7.0,6.4,5.8,4.0,2.4
301.0,평일,5,2513,김포공항,하행,2.7,8.6,20.2,26.3,18.6,13.4,12.0,12.1,12.5,12.3,13.8,14.8,11.5,19.8,14.4,9.5,8.8,9.4,5.7,2.4
246.0,평일,5,2514,송정,상행,13.8,13.0,16.2,15.3,5.6,7.5,10.0,11.1,11.4,12.0,14.4,17.8,24.8,29.6,12.2,13.2,11.6,10.0,6.0,2.7
302.0,평일,5,2514,송정,하행,3.8,10.0,23.0,30.3,21.1,15.6,13.7,13.8,14.0,14.0,14.7,16.6,12.8,20.8,16.0,10.2,9.0,9.6,5.8,3.0
247.0,평일,5,2515,마곡,상행,14.6,13.5,17.3,16.2,6.1,8.0,11.0,12.2,12.6,13.4,16.4,20.2,28.0,32.7,14.0,15.4,13.4,11.5,7.4,3.8
303.0,평일,5,2515,마곡,하행,4.4,11.2,26.2,30.6,21.2,17.2,15.4,15.6,16.0,16.5,18.3,21.6,18.0,27.4,20.5,13.3,11.8,11.6,6.9,3.2
248.0,평일,5,2516,발산,상행,18.8,17.6,21.4,23.8,9.6,10.3,13.0,14.2,15.0,15.3,18.3,22.5,30.2,35.2,16.6,17.0,14.7,13.2,8.5,4.8
304.0,평일,5,2516,발산,하행,5.2,11.7,28.9,28.8,20.8,19.0,18.4,19.2,20.5,21.4,25.7,30.9,29.1,42.4,29.4,20.8,19.4,19.2,11.2,3.9
249.0,평일,5,2517,우장산,상행,20.4,21.6,32.8,45.1,16.9,14.8,17.4,18.4,19.6,18.5,21.0,26.2,34.6,39.6,20.2,18.6,15.8,14.6,9.0,6.2
305.0,평일,5,2517,우장산,하행,7.9,17.6,38.4,37.6,25.6,23.4,21.6,22.3,22.8,22.8,27.3,33.2,30.8,41.6,30.6,21.1,19.2,19.6,11.0,3.6
250.0,평일,5,2518,화곡,상행,19.2,21.1,34.6,44.4,17.3,15.5,17.8,19.6,21.6,20.9,23.8,30.7,42.7,49.0,26.8,24.4,21.1,20.3,12.7,8.9
306.0,평일,5,2518,화곡,하행,10.5,27.4,60.8,60.8,37.8,31.9,27.4,29.0,27.8,26.1,30.0,36.3,33.2,42.6,31.4,21.7,19.5,19.5,10.8,2.4
251.0,평일,5,2519,까치산,상행,14.0,20.4,33.2,43.2,17.1,16.0,19.0,21.6,23.8,25.0,30.0,39.6,58.2,70.8,40.6,38.0,31.7,30.7,20.4,12.8
307.0,평일,5,2519,까치산,하행,14.4,31.2,69.8,73.8,43.8,35.0,29.0,30.0,27.8,24.4,25.9,30.6,27.0,32.4,24.8,17.1,15.3,15.0,8.6,4.0
252.0,평일,5,2520,신정,상행,8.8,15.6,23.8,29.5,12.8,13.0,16.6,19.8,22.1,25.1,32.2,42.7,64.7,77.0,47.0,43.8,38.2,36.8,25.2,16.5
308.0,평일,5,2520,신정,하행,17.9,36.0,80.2,86.5,51.5,38.8,32.0,32.6,30.5,26.0,25.8,31.0,28.0,31.0,25.0,16.8,14.6,14.6,8.7,3.6
253.0,평일,5,2521,목동,상행,7.5,14.7,22.2,27.1,12.2,13.1,16.8,20.8,23.3,26.6,35.4,46.4,70.8,84.6,52.6,48.6,43.2,41.0,28.0,17.6
309.0,평일,5,2521,목동,하행,19.9,39.0,91.5,97.4,57.6,43.4,36.2,35.8,33.1,28.5,28.1,33.8,29.8,32.0,26.1,18.3,16.0,15.9,9.2,3.7
254.0,평일,5,2522,오목교,상행,6.4,14.6,22.0,27.6,13.4,14.3,18.4,23.3,26.6,30.0,40.8,52.8,84.9,97.0,62.3,55.8,49.9,46.4,32.6,20.6
310.0,평일,5,2522,오목교,하행,20.9,42.3,97.9,104.4,61.4,46.8,39.2,38.4,36.1,31.1,31.3,37.3,34.8,37.0,30.3,23.4,20.2,20.1,10.6,4.1
255.0,평일,5,2523,양평,상행,6.0,15.4,25.8,32.2,17.6,17.7,22.0,27.1,31.0,34.4,45.8,59.8,94.8,105.2,68.7,58.8,53.4,49.6,35.8,22.6
