연번,평일주말,호선,역번호,역명,구분,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
,평일,4,425,회현,상행,4.8,18.2,21.6,39.2,29.8,24.0,26.2,29.4,30.2,31.4,31.8,38.8,54.4,58.2,35.2,24.1,23.2,37.0,28.1
,평일,4,425,회현,하행,6.7,15.6,24.8,38.2,25.4,17.8,19.4,20.9,21.3,22.6,25.7,32.3,33.4,38.8,19.5,16.0,19.6,28.7,20.6
,평일,4,426,서울역,상행,4.2,19.2,24.5,45.2,34.2,27.2,28.4,29.4,29.8,27.7,27.6,31.5,44.6,48.6,31.6,20.2,23.0,34.4,27.3
,평일,4,426,서울역,하행,6.4,10.0,15.4,24.4,17.1,13.0,14.8,15.8,16.4,17.7,20.2,25.8,29.3,36.2,18.8,14.0,17.9,25.0,19.0
,평일,4,427,숙대입구,상행,7.1,18.2,24.3,45.0,29.5,22.2,22.0,23.7,24.0,22.9,22.0,25.0,32.6,37.0,23.2,15.0,17.0,27.4,19.3
,평일,4,427,숙대입구,하행,7.9,9.6,14.2,22.2,15.6,12.4,13.8,15.7,15.8,17.8,20.2,25.9,29.6,36.6,19.4,14.2,18.3,25.2,18.6
,평일,4,428,삼각지,상행,6.8,17.8,25.7,47.0,28.3,23.6,22.0,23.6,23.3,22.8,20.8,24.6,31.4,35.3,22.6,14.7,16.4,25.8,18.8
,평일,4,428,삼각지,하행,8.6,10.8,17.0,27.1,18.8,13.7,14.8,16.2,16.8,18.4,20.5,27.2,31.3,40.6,19.5,15.2,19.9,29.4,20.3
,평일,4,429,신용산,상행,7.0,18.4,27.4,46.8,32.2,24.7,23.1,25.0,23.5,25.2,22.2,26.2,34.2,39.7,24.8,16.4,18.1,28.8,18.2
,평일,4,429,신용산,하행,8.7,10.2,14.9,20.8,13.8,11.8,13.7,15.4,16.2,17.8,20.6,27.6,33.2,44.1,21.2,16.5,21.6,31.1,21.0
,평일,4,430,이촌,상행,7.2,18.5,30.9,50.2,37.0,24.8,25.0,24.9,23.5,24.2,21.4,26.8,30.6,35.0,22.5,15.0,16.4,28.2,17.2
,평일,4,430,이촌,하행,16.4,12.8,18.0,24.1,16.2,13.0,14.8,16.8,17.4,18.8,21.9,30.1,35.4,44.9,24.2,18.4,20.5,32.2,23.4
,평일,4,431,동작,상행,6.9,21.0,34.0,54.4,32.4,25.2,25.2,25.3,26.1,24.7,22.0,29.8,32.2,39.8,24.6,15.3,19.2,30.2,21.6
,평일,4,431,동작,하행,0.0,14.2,17.7,25.3,16.2,13.6,15.6,17.4,17.8,19.2,22.4,31.4,38.8,49.4,28.0,19.0,23.8,31.9,27.8
,평일,4,432,총신대입구,상행,8.0,24.0,36.6,62.6,35.2,26.2,25.8,26.4,26.3,24.4,23.4,30.3,33.3,38.4,24.0,16.0,19.9,30.2,22.4
,평일,4,432,총신대입구,하행,0.0,17.8,20.0,26.6,16.8,14.0,16.1,18.4,17.5,19.2,22.0,31.1,39.6,48.5,30.2,20.0,24.4,32.8,27.3
,평일,4,433,사당,상행,7.4,24.0,37.1,63.6,39.4,26.6,27.5,27.6,25.2,26.5,25.9,32.8,33.4,41.7,23.6,16.2,20.0,30.8,15.4
,평일,4,433,사당,하행,4.6,14.8,16.4,22.5,11.0,11.6,9.4,12.3,14.2,13.0,16.7,25.0,28.4,41.4,25.6,17.9,22.6,29.4,15.8
,평일,4,434,남태령,상행,9.6,33.4,73.8,98.5,77.3,50.7,47.0,38.8,47.4,35.6,38.2,43.6,55.6,72.1,38.6,24.4,22.3,23.8,14.2
,평일,4,434,남태령,하행,7.7,23.3,35.8,41.5,20.2,19.7,20.6,20.2,26.4,23.6,33.0,38.3,60.1,76.0,49.2,39.0,30.6,46.0,14.8
,주말,4,409,당고개,하행,1.0,1.3,2.2,3.5,4.5,4.0,3.9,4.0,3.4,3.0,3.1,3.3,3.2,2.2,1.6,1.0,1.0,1.2,0.5
,주말,4,410,상계,상행,0.0,2.3,1.0,2.0,2.8,2.8,2.0,2.1,2.1,2.3,2.6,2.8,3.3,3.6,3.1,3.2,3.0,2.9,2.2
,주말,4,410,상계,하행,2.7,3.3,5.8,8.4,10.0,9.2,8.6,8.7,7.2,6.4,6.8,6.6,6.8,5.2,3.6,2.7,2.4,3.1,1.4
,주말,4,411,노원,상행,0.0,4.6,2.2,4.1,5.8,5.2,4.3,4.6,4.8,5.1,5.8,6.8,7.6,8.3,7.0,7.1,7.1,6.6,5.4
,주말,4,411,노원,하행,3.3,5.6,8.5,13.3,15.0,14.5,14.1,13.7,13.0,11.1,11.6,12.0,13.0,10.0,7.8,7.1,6.1,8.4,3.7
,주말,4,412,창동,상행,0.0,7.8,4.4,7.9,10.9,9.4,9.0,10.1,10.1,10.0,11.4,12.6,15.2,15.6,13.0,12.8,11.8,11.0,9.2
,주말,4,412,창동,하행,4.8,9.1,12.8,22.2,23.7,24.0,20.8,19.7,20.4,17.2,18.1,18.2,20.3,15.7,11.5,9.5,8.3,10.8,8.6
,주말,4,413,쌍문,상행,0.0,11.2,6.8,11.5,16.1,14.2,14.6,14.6,15.1,15.4,17.1,19.2,22.8,23.7,19.8,21.2,20.6,18.2,14.5
,주말,4,413,쌍문,하행,7.0,12.2,17.0,28.7,30.6,30.1,25.9,24.3,24.1,20.1,20.4,20.1,21.8,16.4,12.1,9.6,8.4,10.2,8.0
,주말,4,414,수유,상행,11.1,10.0,7.0,11.6,15.4,14.6,14.6,15.5,16.0,17.6,19.7,22.7,26.8,29.2,24.6,25.9,26.1,23.2,18.3
,주말,4,414,수유,하행,9.8,14.7,19.7,33.5,36.4,33.8,31.5,28.1,27.7,23.6,22.9,23.1,22.0,19.0,12.4,9.4,9.0,10.6,7.9
,주말,4,415,미아,상행,10.1,10.4,7.0,11.8,15.4,14.4,15.6,16.6,17.4,19.5,22.7,26.2,31.7,33.1,31.2,30.8,32.0,28.0,22.6
,주말,4,415,미아,하행,11.0,16.0,21.2,35.4,38.9,35.7,34.1,29.4,28.6,24.8,23.8,23.8,22.6,19.3,12.7,9.5,9.1,10.0,7.7
,주말,4,416,미아삼거리,상행,10.8,11.0,7.4,12.6,15.0,16.0,16.6,18.5,18.5,20.5,24.8,29.2,35.6,35.3,34.8,34.4,34.5,29.9,26.2
,주말,4,416,미아삼거리,하행,12.6,18.1,23.9,39.2,42.2,39.0,37.4,32.1,32.0,27.3,25.8,25.8,24.5,20.4,13.6,10.7,9.7,9.7,8.0
,주말,4,417,길음,상행,12.4,11.9,8.1,13.1,15.9,18.0,19.7,20.6,21.5,24.0,28.8,35.0,40.2,41.5,38.6,38.2,39.7,34.2,30.9
,주말,4,417,길음,하행,14.6,19.0,24.8,39.7,45.8,43.6,41.2,34.5,34.4,29.7,27.9,28.0,27.2,21.4,14.6,11.6,9.7,9.4,7.8
,주말,4,418,성신여대입구,상행,7.5,11.6,8.7,15.4,17.6,18.7,21.4,21.9,24.3,25.4,31.2,37.1,43.2,46.6,40.6,39.6,46.1,37.6,34.4
,주말,4,418,성신여대입구,하행,15.7,20.6,27.2,43.2,50.5,47.6,46.0,38.0,38.7,33.2,31.2,30.9,31.0,23.9,16.6,13.0,11.7,11.8,8.8
,주말,4,419,한성대입구,상행,7.2,12.5,9.4,16.6,18.9,20.2,23.3,23.5,26.6,27.7,33.9,41.4,47.8,49.2,45.6,43.6,50.7,41.3,35.4
,주말,4,419,한성대입구,하행,12.5,21.3,28.0,44.5,51.8,49.3,47.7,39.5,40.3,35.0,32.8,32.6,32.7,25.8,17.4,13.7,12.3,12.4,10.5
,주말,4,420,혜화,상행,7.0,13.3,10.1,17.6,20.2,22.2,24.4,25.6,27.7,29.5,35.7,43.3,48.2,53.7,47.9,45.7,52.6,43.2,35.9
,주말,4,420,혜화,하행,13.6,21.1,26.2,43.3,51.3,47.9,49.5,40.1,39.2,37.0,36.5,38.4,40.3,33.9,25.9,23.1,23.6,19.8,17.8
,주말,4,421,동대문,상행,6.9,15.8,11.4,18.9,24.0,27.0,30.0,35.7,37.7,40.5,43.1,49.1,53.4,55.0,50.2,48.5,46.5,41.4,36.0
,주말,4,421,동대문,하행,13.9,20.4,25.5,41.8,49.8,46.1,47.6,39.5,38.8,37.6,38.1,40.1,42.2,36.3,25.6,23.5,23.6,19.8,16.8
,주말,4,422,동대문역사문화공원,상행,5.5,15.3,12.0,20.0,25.4,29.2,32.8,38.0,39.4,41.0,43.0,48.4,52.1,54.0,49.7,48.0,46.0,41.3,36.6
,주말,4,422,동대문역사문화공원,하행,10.4,14.3,18.5,30.6,37.6,33.6,37.6,30.1,29.0,29.0,30.4,30.7,32.4,30.0,21.0,18.4,18.7,14.8,12.4
,주말,4,423,충무로,상행,4.3,10.6,10.3,18.2,20.4,26.8,30.8,33.0,33.2,35.0,35.8,39.3,43.0,41.7,38.5,36.5,33.6,29.7,24.7
,주말,4,423,충무로,하행,9.0,10.9,14.2,20.2,29.7,27.8,32.4,26.5,25.6,25.8,28.5,28.7,31.1,28.7,20.3,17.4,17.6,14.4,12.0
,주말,4,424,명동,상행,3.6,10.1,9.7,17.8,20.0,26.6,30.7,31.9,31.3,32.0,33.2,35.0,37.8,36.4,31.7,30.8,28.4,24.8,21.2
,주말,4,424,명동,하행,8.8,10.2,13.3,18.5,27.4,24.9,28.5,23.7,23.1,23.8,26.7,27.6,30.2,28.8,21.2,18.9,19.0,15.4,12.2
,주말,4,425,회현,상행,3.4,10.3,9.9,18.4,21.1,28.4,32.3,32.2,32.5,32.2,32.2,33.4,35.8,33.6,28.7,27.3,25.4,22.8,20.6
,주말,4,425,회현,하행,5.4,10.6,11.7,15.9,22.2,20.0,24.2,20.9,21.6,22.7,25.6,29.2,30.9,31.3,22.4,21.0,19.6,15.6,14.2
,주말,4,426,서울역,상행,3.2,9.9,10.3,19.6,24.3,32.1,34.1,33.5,32.7,31.9,29.7,33.1,31.1,31.3,26.6,23.9,24.6,23.4,18.6
,주말,4,426,서울역,하행,4.8,6.6,6.8,10.6,15.1,14.9,17.1,16.4,16.3,16.6,18.6,21.7,23.3,23.2,16.8,14.5,15.8,13.3,13.5
,주말,4,427,숙대입구,상행,3.6,10.2,9.8,15.9,20.2,25.3,26.7,26.4,25.8,26.4,23.3,26.7,24.8,24.3,20.3,18.3,16.7,17.3,16.2
,주말,4,427,숙대입구,하행,5.6,6.4,6.2,10.0,14.9,14.6,16.8,16.2,16.0,16.5,18.4,21.2,23.0,23.0,16.5,14.5,16.0,13.4,12.8
,주말,4,428,삼각지,상행,3.4,10.2,10.0,16.1,20.1,25.0,26.4,25.7,25.4,24.4,23.7,26.9,25.2,23.6,20.1,17.9,16.0,16.5,16.0
,주말,4,428,삼각지,하행,7.6,7.2,7.0,11.3,17.1,16.2,17.9,17.1,16.6,17.3,19.2,22.0,24.8,24.0,17.7,15.3,17.5,15.6,15.6
,주말,4,429,신용산,상행,3.3,10.4,10.3,16.6,20.8,26.4,28.0,27.8,27.6,25.9,25.3,28.6,27.4,26.2,21.6,19.4,17.0,17.2,16.5
,주말,4,429,신용산,하행,7.7,7.0,5.9,10.5,15.4,14.9,16.6,16.3,15.8,16.5,18.9,21.8,24.8,24.4,18.1,16.4,19.0,16.2,15.9
,주말,4,430,이촌,상행,3.4,9.8,11.5,17.6,22.2,26.5,29.6,27.4,27.6,27.6,25.9,27.2,27.3,26.0,18.9,18.2,15.7,15.2,16.7
,주말,4,430,이촌,하행,11.1,7.3,7.0,12.3,17.3,17.5,19.1,18.6,17.3,18.1,20.9,23.9,27.5,27.0,19.8,17.6,20.6,17.4,18.2
,주말,4,431,동작,상행,4.0,10.5,12.5,19.4,24.5,28.0,30.4,30.3,29.4,28.4,27.4,29.9,29.1,27.6,20.7,20.0,17.3,17.0,19.1
,주말,4,431,동작,하행,0.0,9.4,6.9,11.6,18.5,18.7,19.6,19.1,17.6,18.6,21.2,25.0,28.5,28.4,21.1,19.0,21.2,19.6,16.8
,주말,4,432,총신대입구,상행,6.2,10.0,13.2,21.2,25.2,31.7,31.2,29.5,30.1,29.9,27.9,30.6,28.5,28.8,22.2,18.2,17.4,17.4,19.6
,주말,4,432,총신대입구,하행,0.0,10.7,7.8,13.1,21.7,20.9,21.4,20.4,19.4,19.6,21.3,25.2,28.9,28.6,21.6,20.2,22.5,19.8,17.5
,주말,4,433,사당,상행,6.0,11.0,13.4,21.7,26.2,34.6,31.9,28.9,31.2,32.0,29.5,30.1,32.6,31.9,24.9,18.0,18.0,18.6,18.4
,주말,4,433,사당,하행,3.2,7.4,5.6,11.7,21.0,22.6,16.3,14.2,14.3,16.0,15.9,17.1,19.4,21.4,16.4,14.9,17.5,15.8,14.5
,주말,4,434,남태령,상행,6.0,19.2,22.4,34.6,45.9,53.4,49.5,48.4,47.8,43.9,48.1,49.0,50.1,61.3,33.8,24.2,22.8,21.4,13.0
,주말,4,434,남태령,하행,3.2,14.0,10.4,19.5,40.6,38.2,33.0,28.3,26.0,25.3,29.8,31.2,33.4,35.8,27.8,27.4,32.3,29.6,28.9
