연번,평일주말,호선,역번호,역명,구분,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
,평일,1,156,신설동,하행,8.6,19.2,37.8,55.2,37.2,24.5,17.2,21.8,20.4,21.1,20.2,23.3,21.4,22.0,10.3,8.0,6.7,6.4,4.8
,평일,1,157,제기동,상행,3.0,6.1,7.2,11.4,10.8,10.4,12.0,14.6,16.5,19.2,21.2,21.5,31.0,52.6,28.0,18.4,22.6,23.6,17.0
,평일,1,157,제기동,하행,8.3,17.6,37.4,53.0,34.2,24.8,15.3,22.5,19.6,20.4,19.4,21.5,18.9,17.4,9.0,7.2,6.0,5.8,5.1
,평일,1,158,청량리,상행,2.6,3.6,5.8,8.7,8.4,8.2,9.4,12.3,14.0,16.2,18.2,21.0,26.4,46.2,24.8,16.9,19.2,21.0,15.2
,평일,1,158,청량리,하행,8.1,18.1,39.8,49.8,33.2,23.8,14.2,17.6,18.6,14.4,15.8,17.4,17.0,14.8,8.2,6.3,5.7,5.2,5.0
,평일,1,159,동묘앞,상행,2.6,7.8,10.3,16.2,13.2,14.4,14.8,19.8,20.4,21.5,23.8,25.9,29.8,53.8,27.1,20.2,22.6,22.8,18.6
,평일,1,159,동묘앞,하행,5.1,13.9,40.4,61.1,37.2,25.3,19.5,25.0,20.5,23.2,21.6,24.2,22.8,24.1,11.4,8.6,7.2,7.0,4.4
,주말,1,150,서울역,상행,2.3,10.2,8.6,16.6,20.1,24.8,30.0,31.0,31.3,26.4,24.7,21.7,19.9,16.2,12.3,10.3,11.7,10.2,6.2
,주말,1,150,서울역,하행,3.3,5.9,5.9,9.5,13.0,16.8,16.5,23.1,25.7,30.0,31.6,34.9,34.7,29.2,24.4,23.2,22.4,16.2,9.6
,주말,1,151,시청,상행,3.0,8.6,8.1,14.5,19.4,23.1,26.3,29.3,30.2,26.7,23.8,22.2,20.7,18.1,13.6,11.7,13.1,11.5,10.0
,주말,1,151,시청,하행,2.6,5.8,6.4,8.6,12.6,15.3,15.0,22.7,23.9,29.2,31.9,31.6,33.7,26.3,22.4,20.5,18.6,13.5,7.3
,주말,1,152,종각,상행,2.9,8.0,7.5,13.0,17.0,21.0,23.2,26.9,28.3,25.6,23.8,22.4,21.1,19.0,15.6,14.4,16.3,14.2,11.9
,주말,1,152,종각,하행,2.8,6.4,7.0,9.5,13.8,16.5,17.7,23.9,24.0,30.4,31.1,30.8,32.7,24.4,19.4,16.8,16.4,11.9,7.0
,주말,1,153,종로3가,상행,2.0,8.4,8.1,14.4,16.1,20.5,24.9,30.0,27.5,27.2,25.5,24.5,23.6,21.0,16.9,16.0,17.8,15.7,13.0
,주말,1,153,종로3가,하행,2.9,6.8,8.2,10.9,15.9,18.6,18.8,25.6,24.6,30.9,30.8,29.1,31.0,22.8,16.1,13.2,11.8,8.6,5.2
,주말,1,154,종로5가,상행,2.0,7.7,7.5,12.7,15.2,18.4,21.8,26.8,24.9,26.4,25.6,24.0,22.9,23.2,16.1,16.2,18.3,16.3,12.9
,주말,1,154,종로5가,하행,3.8,7.4,9.2,12.5,19.3,22.2,22.6,31.7,31.0,33.0,33.9,31.0,32.4,21.5,16.5,11.6,9.8,6.8,4.2
,주말,1,155,동대문,상행,2.7,7.5,7.5,12.5,14.6,17.6,21.2,25.6,26.3,26.8,25.8,25.4,23.6,24.0,16.2,16.4,18.9,16.5,13.2
,주말,1,155,동대문,하행,4.2,7.4,10.2,13.6,20.4,22.8,21.5,33.0,30.6,31.7,30.8,28.4,29.2,19.0,13.6,9.6,8.1,5.5,3.9
,주말,1,156,신설동,상행,2.8,6.7,6.4,12.5,13.0,14.0,15.3,21.5,23.4,23.8,26.0,20.4,27.0,20.5,15.6,17.1,16.4,18.8,11.6
,주말,1,156,신설동,하행,5.2,9.6,10.4,15.6,19.9,24.4,21.0,33.4,24.7,31.3,26.0,24.0,25.1,16.5,11.0,8.8,6.6,5.1,3.6
,주말,1,157,제기동,상행,2.8,6.0,6.0,11.5,11.6,11.6,13.0,16.6,19.3,20.1,22.8,19.2,25.1,21.4,15.1,16.9,16.0,17.2,10.5
,주말,1,157,제기동,하행,4.8,9.0,10.7,15.5,19.4,24.0,21.3,33.0,24.5,29.7,24.4,22.7,23.5,15.3,10.4,8.4,6.7,4.6,3.6
,주말,1,158,청량리,상행,2.5,3.9,4.6,9.9,8.6,9.4,10.1,14.4,16.0,16.4,19.2,18.0,20.7,18.8,13.8,15.3,13.7,15.7,9.6
,주말,1,158,청량리,하행,4.8,8.8,10.5,15.5,17.5,21.1,21.1,27.3,23.5,23.8,20.4,19.0,21.9,14.2,9.7,7.5,6.6,4.3,3.8
,주말,1,159,동묘앞,상행,2.8,7.2,6.8,11.7,12.8,14.8,16.1,22.0,24.1,24.0,22.2,23.8,24.4,21.4,15.0,15.0,17.6,14.8,12.4
,주말,1,159,동묘앞,하행,4.0,7.7,10.2,14.0,21.2,24.2,23.1,34.7,29.4,35.4,31.2,29.7,27.6,18.6,13.3,9.0,7.4,5.2,4.0
