연번,평일주말,호선,역번호,역명,구분,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,00:00
19.0,평일,1,150,서울역,상행,4.6,21.8,51.2,78.8,57.2,36.8,30.6,31.5,30.3,26.0,26.3,24.8,31.1,43.0,25.1,18.8,17.0,17.9,12.6,3.8
20.0,평일,1,150,서울역,하행,6.0,13.6,30.4,30.2,23.6,19.6,20.8,27.8,28.1,32.0,45.4,50.5,67.7,95.8,41.8,36.8,38.6,33.8,16.4,2.8
17.0,평일,1,151,시청,상행,4.6,17.3,39.8,56.6,45.9,33.4,29.0,29.8,29.2,25.9,27.1,27.8,35.0,57.2,28.4,22.8,21.1,21.6,15.7,4.0
18.0,평일,1,151,시청,하행,5.0,14.0,30.4,31.2,25.6,21.0,20.8,26.8,27.4,32.2,42.8,44.8,61.4,88.3,36.7,32.8,34.2,28.7,14.2,2.2
15.0,평일,1,152,종각,상행,4.4,12.9,24.2,32.2,31.8,29.1,27.4,27.4,28.9,27.8,30.2,31.0,40.8,72.8,34.5,29.7,28.8,28.2,20.4,4.5
16.0,평일,1,152,종각,하행,5.4,15.1,38.3,46.0,31.8,22.5,22.7,27.4,27.2,31.2,40.2,41.0,53.2,64.4,28.8,26.0,27.6,23.0,12.0,2.0
13.0,평일,1,153,종로3가,상행,3.8,13.5,24.4,33.9,31.4,31.1,27.0,29.5,30.6,30.2,34.0,35.0,44.0,77.3,37.1,30.9,33.6,31.6,23.2,4.8
14.0,평일,1,153,종로3가,하행,6.4,17.6,49.2,68.2,45.0,26.5,24.2,27.6,26.7,30.2,36.3,37.0,41.5,45.3,21.8,18.6,18.5,15.9,8.9,1.8
11.0,평일,1,154,종로5가,상행,3.4,11.6,18.2,24.3,24.7,25.4,24.2,26.4,28.8,29.6,33.4,35.4,44.9,82.2,38.0,32.6,36.8,30.8,22.8,8.4
12.0,평일,1,154,종로5가,하행,7.1,20.0,52.7,74.5,50.0,31.4,27.2,33.5,29.9,32.7,42.6,37.4,42.8,41.9,21.4,17.6,16.8,13.8,8.7,2.0
9.0,평일,1,155,동대문,상행,4.8,11.4,17.3,23.6,22.9,24.4,24.0,25.2,29.9,28.4,33.7,36.2,45.8,82.1,38.4,32.3,36.4,30.0,25.5,8.4
10.0,평일,1,155,동대문,하행,7.3,21.2,58.0,80.8,53.8,32.7,27.0,31.4,29.0,27.6,35.4,33.8,36.0,32.1,17.0,14.4,13.9,11.4,7.8,1.9
5.0,평일,1,156,신설동,상행,4.4,10.6,12.2,18.7,23.2,19.9,21.0,20.9,25.6,24.0,28.8,33.7,45.9,71.8,39.0,27.2,31.8,26.6,21.6,6.6
6.0,평일,1,156,신설동,하행,11.6,29.0,54.6,69.6,45.6,29.8,25.5,27.6,24.6,25.0,29.7,33.4,30.7,27.0,14.0,12.8,11.6,8.8,6.8,1.0
3.0,평일,1,157,제기동,상행,4.8,9.0,10.6,15.4,19.0,16.3,17.4,18.0,22.4,22.0,25.0,31.8,44.8,71.8,38.4,26.6,30.8,25.3,22.1,6.0
4.0,평일,1,157,제기동,하행,11.3,26.3,53.2,66.4,41.7,30.6,22.8,26.1,23.0,24.2,28.6,28.8,27.1,23.6,12.8,11.7,10.4,8.1,6.7,1.2
1.0,평일,1,158,청량리,상행,4.8,7.2,9.5,12.4,13.0,14.5,13.9,15.0,17.5,18.8,22.0,28.8,37.6,63.2,35.3,24.9,26.0,22.6,19.7,4.4
2.0,평일,1,158,청량리,하행,11.2,25.2,56.5,62.0,40.7,29.8,20.5,21.4,21.8,19.4,26.4,25.5,23.5,19.2,11.4,10.2,9.8,7.4,6.4,1.1
7.0,평일,1,159,동묘앞,상행,4.2,11.4,15.0,21.6,20.5,22.0,22.0,21.6,26.4,25.0,28.3,35.6,41.8,74.4,35.5,29.2,34.8,26.8,21.4,7.5
